ref_area,ref_area.label,indicator.label,time,obs_value
SVN,Slovenia,Youth labour force participation rate (%),1998,43.9607
SVN,Slovenia,Youth labour force participation rate (%),1999,40.4076
SVN,Slovenia,Youth labour force participation rate (%),2000,37.2954
SVN,Slovenia,Youth labour force participation rate (%),2001,35.9754
SVN,Slovenia,Youth labour force participation rate (%),2002,36.5662
SVN,Slovenia,Youth labour force participation rate (%),2003,33.7509
SVN,Slovenia,Youth labour force participation rate (%),2004,39.3322
SVN,Slovenia,Youth labour force participation rate (%),2005,40.5185
SVN,Slovenia,Youth labour force participation rate (%),2006,40.6145
SVN,Slovenia,Youth labour force participation rate (%),2007,41.8303
SVN,Slovenia,Youth labour force participation rate (%),2008,42.8842
SVN,Slovenia,Youth labour force participation rate (%),2009,40.8806
SVN,Slovenia,Youth labour force participation rate (%),2010,39.9259
SVN,Slovenia,Youth labour force participation rate (%),2011,37.4216
SVN,Slovenia,Youth labour force participation rate (%),2012,34.3728
SVN,Slovenia,Youth labour force participation rate (%),2013,33.834
SVN,Slovenia,Youth labour force participation rate (%),2014,33.5974
SVN,Slovenia,Youth labour force participation rate (%),2015,35.3445
SVN,Slovenia,Youth labour force participation rate (%),2016,33.7448
SVN,Slovenia,Youth labour force participation rate (%),2017,39.125
SVN,Slovenia,Youth labour force participation rate (%),2018,38.5564
SVN,Slovenia,Youth labour force participation rate (%),1993,31.29
SVN,Slovenia,Youth labour force participation rate (%),1994,39.46
SVN,Slovenia,Youth labour force participation rate (%),1995,41.64
SVN,Slovenia,Youth labour force participation rate (%),1991,48.53
SWE,Sweden,Youth labour force participation rate (%),1990,69.086
SWE,Sweden,Youth labour force participation rate (%),1991,65.84
SWE,Sweden,Youth labour force participation rate (%),1992,60.37
SWE,Sweden,Youth labour force participation rate (%),1993,54.906
SWE,Sweden,Youth labour force participation rate (%),1994,53.554
SWE,Sweden,Youth labour force participation rate (%),1995,45.4416
SWE,Sweden,Youth labour force participation rate (%),1996,43.1467
SWE,Sweden,Youth labour force participation rate (%),1997,41.0775
SWE,Sweden,Youth labour force participation rate (%),1998,40.596
SWE,Sweden,Youth labour force participation rate (%),1999,42.3018
SWE,Sweden,Youth labour force participation rate (%),2000,40.7133
SWE,Sweden,Youth labour force participation rate (%),2001,52.3577
SWE,Sweden,Youth labour force participation rate (%),2002,50.5181
SWE,Sweden,Youth labour force participation rate (%),2003,50.6232
SWE,Sweden,Youth labour force participation rate (%),2004,48.543
SWE,Sweden,Youth labour force participation rate (%),2005,49.8893
SWE,Sweden,Youth labour force participation rate (%),2006,51.3371
SWE,Sweden,Youth labour force participation rate (%),2007,52.2402
SWE,Sweden,Youth labour force participation rate (%),2008,52.8427
SWE,Sweden,Youth labour force participation rate (%),2009,51.0223
SWE,Sweden,Youth labour force participation rate (%),2010,51.6313
SWE,Sweden,Youth labour force participation rate (%),2011,52.9841
SWE,Sweden,Youth labour force participation rate (%),2012,52.5851
SWE,Sweden,Youth labour force participation rate (%),2013,54.4972
SWE,Sweden,Youth labour force participation rate (%),2014,55.448
SWE,Sweden,Youth labour force participation rate (%),2015,55.1353
SWE,Sweden,Youth labour force participation rate (%),2016,54.8414
SWE,Sweden,Youth labour force participation rate (%),2017,54.7001
SWE,Sweden,Youth labour force participation rate (%),2018,54.2271
SWZ,Eswatini,Youth labour force participation rate (%),2016,24.8978
SYC,Seychelles,Youth labour force participation rate (%),2011,51.96
SYC,Seychelles,Youth labour force participation rate (%),2014,56.9614
SYC,Seychelles,Youth labour force participation rate (%),2015,55.5743
SYC,Seychelles,Youth labour force participation rate (%),2016,55.2446
SYC,Seychelles,Youth labour force participation rate (%),2017,55.2086
SYC,Seychelles,Youth labour force participation rate (%),2018,54.8178
SYC,Seychelles,Youth labour force participation rate (%),2002,61.91
SYR,Syrian Arab Republic,Youth labour force participation rate (%),2000,40.98
SYR,Syrian Arab Republic,Youth labour force participation rate (%),2001,47.21
SYR,Syrian Arab Republic,Youth labour force participation rate (%),2002,52.06
SYR,Syrian Arab Republic,Youth labour force participation rate (%),2003,40.61
SYR,Syrian Arab Republic,Youth labour force participation rate (%),2006,34.41
SYR,Syrian Arab Republic,Youth labour force participation rate (%),2007,32.94
SYR,Syrian Arab Republic,Youth labour force participation rate (%),2008,32.29
SYR,Syrian Arab Republic,Youth labour force participation rate (%),2009,29.65
SYR,Syrian Arab Republic,Youth labour force participation rate (%),1998,42.77
TCD,Chad,Youth labour force participation rate (%),1993,56.52
TGO,Togo,Youth labour force participation rate (%),2006,65.7547
TGO,Togo,Youth labour force participation rate (%),2011,64.7832
TGO,Togo,Youth labour force participation rate (%),2015,54.8765
TGO,Togo,Youth labour force participation rate (%),2014,50.0719
THA,Thailand,Youth labour force participation rate (%),1990,77.53
THA,Thailand,Youth labour force participation rate (%),1994,63.79
THA,Thailand,Youth labour force participation rate (%),1996,60.6
THA,Thailand,Youth labour force participation rate (%),1997,59.24
THA,Thailand,Youth labour force participation rate (%),1998,56.72
THA,Thailand,Youth labour force participation rate (%),1999,53.35
THA,Thailand,Youth labour force participation rate (%),2000,53.36
THA,Thailand,Youth labour force participation rate (%),2001,54.18
THA,Thailand,Youth labour force participation rate (%),2003,51.39
THA,Thailand,Youth labour force participation rate (%),2004,52.21
THA,Thailand,Youth labour force participation rate (%),2005,51.64
THA,Thailand,Youth labour force participation rate (%),2006,48.85
THA,Thailand,Youth labour force participation rate (%),2007,49.47
THA,Thailand,Youth labour force participation rate (%),2008,48.99
THA,Thailand,Youth labour force participation rate (%),2009,48.83
THA,Thailand,Youth labour force participation rate (%),2010,46.7301
THA,Thailand,Youth labour force participation rate (%),2011,47.95
THA,Thailand,Youth labour force participation rate (%),2012,47.5
THA,Thailand,Youth labour force participation rate (%),2013,44.9001
THA,Thailand,Youth labour force participation rate (%),2014,42.9442
THA,Thailand,Youth labour force participation rate (%),2015,42.0604
THA,Thailand,Youth labour force participation rate (%),2016,41.582
THA,Thailand,Youth labour force participation rate (%),2017,40.8354
THA,Thailand,Youth labour force participation rate (%),2018,41.6287
TJK,Tajikistan,Youth labour force participation rate (%),2004,54.92
TJK,Tajikistan,Youth labour force participation rate (%),2016,26.36
TJK,Tajikistan,Youth labour force participation rate (%),2009,25.6872
TLS,Timor-Leste,Youth labour force participation rate (%),2010,13.6461
TLS,Timor-Leste,Youth labour force participation rate (%),2013,14.1511
TLS,Timor-Leste,Youth labour force participation rate (%),2016,39.7275
TLS,Timor-Leste,Youth labour force participation rate (%),2001,44.26
TON,Tonga,Youth labour force participation rate (%),1990,42.97
TON,Tonga,Youth labour force participation rate (%),1994,39.99
TTO,Trinidad and Tobago,Youth labour force participation rate (%),1990,50.22
TTO,Trinidad and Tobago,Youth labour force participation rate (%),1991,51.51
TTO,Trinidad and Tobago,Youth labour force participation rate (%),1993,48.88
TTO,Trinidad and Tobago,Youth labour force participation rate (%),1995,51.22
TTO,Trinidad and Tobago,Youth labour force participation rate (%),1996,52.06
TTO,Trinidad and Tobago,Youth labour force participation rate (%),1998,51.22
TTO,Trinidad and Tobago,Youth labour force participation rate (%),1999,51.15
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2000,51.68
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2002,49.65
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2005,53.82
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2006,54.44
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2007,53.74
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2008,52.13
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2009,50.45
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2010,46.431
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2011,44.892
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2012,45.2721
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2013,45.2472
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2014,44.2883
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2015,43.6047
TTO,Trinidad and Tobago,Youth labour force participation rate (%),2016,41.5415
TUN,Tunisia,Youth labour force participation rate (%),1997,38.83
TUN,Tunisia,Youth labour force participation rate (%),2005,31.868
TUN,Tunisia,Youth labour force participation rate (%),2006,30.6078
TUN,Tunisia,Youth labour force participation rate (%),2007,31.0084
TUN,Tunisia,Youth labour force participation rate (%),2008,30.7605
TUN,Tunisia,Youth labour force participation rate (%),2009,29.5989
TUN,Tunisia,Youth labour force participation rate (%),2010,31.1857
TUN,Tunisia,Youth labour force participation rate (%),2011,31.9884
TUN,Tunisia,Youth labour force participation rate (%),2012,35.1519
TUN,Tunisia,Youth labour force participation rate (%),2013,33.2471
TUN,Tunisia,Youth labour force participation rate (%),2015,28.8795
TUN,Tunisia,Youth labour force participation rate (%),1994,41.84
TUR,Turkey,Youth labour force participation rate (%),1990,54.67
TUR,Turkey,Youth labour force participation rate (%),1991,55.348
TUR,Turkey,Youth labour force participation rate (%),1992,52.978
TUR,Turkey,Youth labour force participation rate (%),1993,48.079
TUR,Turkey,Youth labour force participation rate (%),1994,51.139
TUR,Turkey,Youth labour force participation rate (%),1995,48.599
TUR,Turkey,Youth labour force participation rate (%),1996,48.53
TUR,Turkey,Youth labour force participation rate (%),1997,47.019
TUR,Turkey,Youth labour force participation rate (%),1998,46.002
TUR,Turkey,Youth labour force participation rate (%),1999,46.636
TUR,Turkey,Youth labour force participation rate (%),2000,42.521
TUR,Turkey,Youth labour force participation rate (%),2001,42.109
TUR,Turkey,Youth labour force participation rate (%),2002,40.858
TUR,Turkey,Youth labour force participation rate (%),2003,38.399
TUR,Turkey,Youth labour force participation rate (%),2004,37.787
TUR,Turkey,Youth labour force participation rate (%),2005,37.731
TUR,Turkey,Youth labour force participation rate (%),2006,36.2734
TUR,Turkey,Youth labour force participation rate (%),2007,36.4935
TUR,Turkey,Youth labour force participation rate (%),2008,37.1389
TUR,Turkey,Youth labour force participation rate (%),2009,37.4442
TUR,Turkey,Youth labour force participation rate (%),2010,37.3658
TUR,Turkey,Youth labour force participation rate (%),2011,38.47
TUR,Turkey,Youth labour force participation rate (%),2012,37.3711
TUR,Turkey,Youth labour force participation rate (%),2013,38.8208
TUR,Turkey,Youth labour force participation rate (%),2014,40.785
TUR,Turkey,Youth labour force participation rate (%),2015,41.7789
TUR,Turkey,Youth labour force participation rate (%),2016,42.3435
TUR,Turkey,Youth labour force participation rate (%),2017,43.2164
TUR,Turkey,Youth labour force participation rate (%),2018,43.8131
TUV,Tuvalu,Youth labour force participation rate (%),2016,40.5278
TZA,"Tanzania, United Republic of",Youth labour force participation rate (%),2001,77.9628
TZA,"Tanzania, United Republic of",Youth labour force participation rate (%),2006,79.6414
TZA,"Tanzania, United Republic of",Youth labour force participation rate (%),2014,72.3714
TZA,"Tanzania, United Republic of",Youth labour force participation rate (%),2011,66.19
TZA,"Tanzania, United Republic of",Youth labour force participation rate (%),2013,64.81
UGA,Uganda,Youth labour force participation rate (%),2012,53.6949
UGA,Uganda,Youth labour force participation rate (%),2017,42.9
UGA,Uganda,Youth labour force participation rate (%),2005,59.8
UGA,Uganda,Youth labour force participation rate (%),2013,75.82
UGA,Uganda,Youth labour force participation rate (%),1991,55.33
UKR,Ukraine,Youth labour force participation rate (%),2004,40.18
UKR,Ukraine,Youth labour force participation rate (%),2005,40.2
UKR,Ukraine,Youth labour force participation rate (%),2014,38.42
UKR,Ukraine,Youth labour force participation rate (%),2015,36.29
UKR,Ukraine,Youth labour force participation rate (%),2016,35.07
UKR,Ukraine,Youth labour force participation rate (%),2017,34.39
UKR,Ukraine,Youth labour force participation rate (%),2018,33.6636
UKR,Ukraine,Youth labour force participation rate (%),1995,45.54
UKR,Ukraine,Youth labour force participation rate (%),1998,51.02
UKR,Ukraine,Youth labour force participation rate (%),1999,42.12
UKR,Ukraine,Youth labour force participation rate (%),2000,40.65
UKR,Ukraine,Youth labour force participation rate (%),2001,39.31
UKR,Ukraine,Youth labour force participation rate (%),2002,39.6
UKR,Ukraine,Youth labour force participation rate (%),2003,38.55
URY,Uruguay,Youth labour force participation rate (%),1990,32.16
URY,Uruguay,Youth labour force participation rate (%),1991,53.87
URY,Uruguay,Youth labour force participation rate (%),1992,54.24
URY,Uruguay,Youth labour force participation rate (%),1993,54.12
URY,Uruguay,Youth labour force participation rate (%),1994,57.55
URY,Uruguay,Youth labour force participation rate (%),1995,58.38
URY,Uruguay,Youth labour force participation rate (%),1998,59.5569
URY,Uruguay,Youth labour force participation rate (%),1999,57.5224
URY,Uruguay,Youth labour force participation rate (%),2000,57.9674
URY,Uruguay,Youth labour force participation rate (%),2001,59.5291
URY,Uruguay,Youth labour force participation rate (%),2002,55.1223
URY,Uruguay,Youth labour force participation rate (%),2003,52.5007
URY,Uruguay,Youth labour force participation rate (%),2004,52.6941
URY,Uruguay,Youth labour force participation rate (%),2005,53.0641
URY,Uruguay,Youth labour force participation rate (%),2006,53.4032
URY,Uruguay,Youth labour force participation rate (%),2007,55.0458
URY,Uruguay,Youth labour force participation rate (%),2008,53.8882
URY,Uruguay,Youth labour force participation rate (%),2009,54.1167
URY,Uruguay,Youth labour force participation rate (%),2010,53.6491
URY,Uruguay,Youth labour force participation rate (%),2011,54.6253
URY,Uruguay,Youth labour force participation rate (%),2012,53.4256
URY,Uruguay,Youth labour force participation rate (%),2013,53.366
URY,Uruguay,Youth labour force participation rate (%),2014,53.0747
URY,Uruguay,Youth labour force participation rate (%),2015,50.6344
URY,Uruguay,Youth labour force participation rate (%),2016,49.4605
URY,Uruguay,Youth labour force participation rate (%),2017,48.0283
URY,Uruguay,Youth labour force participation rate (%),2018,47.7374
URY,Uruguay,Youth labour force participation rate (%),1996,57.41
USA,United States,Youth labour force participation rate (%),1990,67.3
USA,United States,Youth labour force participation rate (%),1991,66
USA,United States,Youth labour force participation rate (%),1992,66.1
USA,United States,Youth labour force participation rate (%),1993,66.1
USA,United States,Youth labour force participation rate (%),1994,66.5469
USA,United States,Youth labour force participation rate (%),1995,66.4379
USA,United States,Youth labour force participation rate (%),1996,65.7047
USA,United States,Youth labour force participation rate (%),1997,65.7105
USA,United States,Youth labour force participation rate (%),1998,65.8716
USA,United States,Youth labour force participation rate (%),1999,65.4774
USA,United States,Youth labour force participation rate (%),2000,65.8057
USA,United States,Youth labour force participation rate (%),2001,64.5272
USA,United States,Youth labour force participation rate (%),2002,63.2848
USA,United States,Youth labour force participation rate (%),2003,61.5572
USA,United States,Youth labour force participation rate (%),2004,61.1442
USA,United States,Youth labour force participation rate (%),2005,60.7802
USA,United States,Youth labour force participation rate (%),2006,60.6171
USA,United States,Youth labour force participation rate (%),2007,59.3889
USA,United States,Youth labour force participation rate (%),2008,58.7769
USA,United States,Youth labour force participation rate (%),2009,56.8591
USA,United States,Youth labour force participation rate (%),2010,55.1658
USA,United States,Youth labour force participation rate (%),2011,54.9689
USA,United States,Youth labour force participation rate (%),2012,55.8161
USA,United States,Youth labour force participation rate (%),2013,55.0496
USA,United States,Youth labour force participation rate (%),2014,55.0078
USA,United States,Youth labour force participation rate (%),2015,54.9963
USA,United States,Youth labour force participation rate (%),2016,55.1649
USA,United States,Youth labour force participation rate (%),2017,55.4664
USA,United States,Youth labour force participation rate (%),2018,55.2156
VCT,Saint Vincent and the Grenadines,Youth labour force participation rate (%),1991,57.15
VEN,"Venezuela, Bolivarian Republic of",Youth labour force participation rate (%),2005,46.2658
VEN,"Venezuela, Bolivarian Republic of",Youth labour force participation rate (%),2006,45.6097
VEN,"Venezuela, Bolivarian Republic of",Youth labour force participation rate (%),2007,44.4612
VEN,"Venezuela, Bolivarian Republic of",Youth labour force participation rate (%),2008,43.8523
VEN,"Venezuela, Bolivarian Republic of",Youth labour force participation rate (%),2009,42.8197
VEN,"Venezuela, Bolivarian Republic of",Youth labour force participation rate (%),2010,41.6122
VEN,"Venezuela, Bolivarian Republic of",Youth labour force participation rate (%),2011,40.6561
VEN,"Venezuela, Bolivarian Republic of",Youth labour force participation rate (%),2012,39.8527
VEN,"Venezuela, Bolivarian Republic of",Youth labour force participation rate (%),1990,42.76
VEN,"Venezuela, Bolivarian Republic of",Youth labour force participation rate (%),2001,38.99
VNM,Viet Nam,Youth labour force participation rate (%),2004,56.14
VNM,Viet Nam,Youth labour force participation rate (%),2007,55.9171
VNM,Viet Nam,Youth labour force participation rate (%),2009,59.4899
VNM,Viet Nam,Youth labour force participation rate (%),2010,58.1343
VNM,Viet Nam,Youth labour force participation rate (%),2011,57.2117
VNM,Viet Nam,Youth labour force participation rate (%),2012,55.786
VNM,Viet Nam,Youth labour force participation rate (%),2013,58.294
VNM,Viet Nam,Youth labour force participation rate (%),2014,58.2735
VNM,Viet Nam,Youth labour force participation rate (%),2015,59.1675
VNM,Viet Nam,Youth labour force participation rate (%),2016,56.7692
VNM,Viet Nam,Youth labour force participation rate (%),2017,56.6176
VNM,Viet Nam,Youth labour force participation rate (%),2018,56.4025
VUT,Vanuatu,Youth labour force participation rate (%),2009,54.4944
WSM,Samoa,Youth labour force participation rate (%),2012,21.8538
WSM,Samoa,Youth labour force participation rate (%),2014,21.85
WSM,Samoa,Youth labour force participation rate (%),2017,32.363
WSM,Samoa,Youth labour force participation rate (%),1991,46.46
WSM,Samoa,Youth labour force participation rate (%),2001,38.88
WSM,Samoa,Youth labour force participation rate (%),2006,35.14
YEM,Yemen,Youth labour force participation rate (%),1999,36.14
YEM,Yemen,Youth labour force participation rate (%),2010,30.26
YEM,Yemen,Youth labour force participation rate (%),2014,25.8047
YEM,Yemen,Youth labour force participation rate (%),1994,32.68
ZAF,South Africa,Youth labour force participation rate (%),2000,29.6565
ZAF,South Africa,Youth labour force participation rate (%),2001,29.84
ZAF,South Africa,Youth labour force participation rate (%),2002,30.0763
ZAF,South Africa,Youth labour force participation rate (%),2003,28.8098
ZAF,South Africa,Youth labour force participation rate (%),2004,27.2348
ZAF,South Africa,Youth labour force participation rate (%),2005,27.8861
ZAF,South Africa,Youth labour force participation rate (%),2006,28.5304
ZAF,South Africa,Youth labour force participation rate (%),2007,28.6677
ZAF,South Africa,Youth labour force participation rate (%),2008,30.7496
ZAF,South Africa,Youth labour force participation rate (%),2009,28.0848
ZAF,South Africa,Youth labour force participation rate (%),2010,26.1598
ZAF,South Africa,Youth labour force participation rate (%),2011,25.5033
ZAF,South Africa,Youth labour force participation rate (%),2012,25.3844
ZAF,South Africa,Youth labour force participation rate (%),2013,25.7753
ZAF,South Africa,Youth labour force participation rate (%),2014,25.2873
ZAF,South Africa,Youth labour force participation rate (%),2015,26.6432
ZAF,South Africa,Youth labour force participation rate (%),2016,26.4344
ZAF,South Africa,Youth labour force participation rate (%),2017,26.7267
ZAF,South Africa,Youth labour force participation rate (%),2018,25.4453
ZAF,South Africa,Youth labour force participation rate (%),1991,13.04
ZMB,Zambia,Youth labour force participation rate (%),2008,56.09
ZMB,Zambia,Youth labour force participation rate (%),2012,56.67
ZMB,Zambia,Youth labour force participation rate (%),2017,18.9502
ZMB,Zambia,Youth labour force participation rate (%),2000,39.94
ZWE,Zimbabwe,Youth labour force participation rate (%),1997,54.27
ZWE,Zimbabwe,Youth labour force participation rate (%),1999,52.15
ZWE,Zimbabwe,Youth labour force participation rate (%),2004,74.13
ZWE,Zimbabwe,Youth labour force participation rate (%),2011,72.6507
ZWE,Zimbabwe,Youth labour force participation rate (%),2012,48.26
