ref_area,ref_area.label,indicator.label,time,obs_value
CYP,Cyprus,Youth labour force participation rate (%),2005,42.5911
CYP,Cyprus,Youth labour force participation rate (%),2006,41.5112
CYP,Cyprus,Youth labour force participation rate (%),2007,41.6585
CYP,Cyprus,Youth labour force participation rate (%),2008,41.7272
CYP,Cyprus,Youth labour force participation rate (%),2009,40.3532
CYP,Cyprus,Youth labour force participation rate (%),2010,40.5524
CYP,Cyprus,Youth labour force participation rate (%),2011,38.8376
CYP,Cyprus,Youth labour force participation rate (%),2012,38.9356
CYP,Cyprus,Youth labour force participation rate (%),2013,38.3915
CYP,Cyprus,Youth labour force participation rate (%),2014,40.3166
CYP,Cyprus,Youth labour force participation rate (%),2015,37.9023
CYP,Cyprus,Youth labour force participation rate (%),2016,37.1852
CYP,Cyprus,Youth labour force participation rate (%),2017,36.6286
CYP,Cyprus,Youth labour force participation rate (%),2018,39.2028
CYP,Cyprus,Youth labour force participation rate (%),1992,51.7
CYP,Cyprus,Youth labour force participation rate (%),1990,61.76
CYP,Cyprus,Youth labour force participation rate (%),1991,62.42
CYP,Cyprus,Youth labour force participation rate (%),1995,55.06
CZE,Czechia,Youth labour force participation rate (%),1993,51.254
CZE,Czechia,Youth labour force participation rate (%),1994,52.015
CZE,Czechia,Youth labour force participation rate (%),1995,50.561
CZE,Czechia,Youth labour force participation rate (%),1996,49.34
CZE,Czechia,Youth labour force participation rate (%),1997,45.8767
CZE,Czechia,Youth labour force participation rate (%),1998,46.3462
CZE,Czechia,Youth labour force participation rate (%),1999,45.9009
CZE,Czechia,Youth labour force participation rate (%),2000,43.8845
CZE,Czechia,Youth labour force participation rate (%),2001,41.054
CZE,Czechia,Youth labour force participation rate (%),2002,38.3206
CZE,Czechia,Youth labour force participation rate (%),2003,35.8279
CZE,Czechia,Youth labour force participation rate (%),2004,34.5526
CZE,Czechia,Youth labour force participation rate (%),2005,33.991
CZE,Czechia,Youth labour force participation rate (%),2006,33.5399
CZE,Czechia,Youth labour force participation rate (%),2007,31.9231
CZE,Czechia,Youth labour force participation rate (%),2008,31.1432
CZE,Czechia,Youth labour force participation rate (%),2009,31.8441
CZE,Czechia,Youth labour force participation rate (%),2010,30.8788
CZE,Czechia,Youth labour force participation rate (%),2011,29.9319
CZE,Czechia,Youth labour force participation rate (%),2012,31.2993
CZE,Czechia,Youth labour force participation rate (%),2013,31.5469
CZE,Czechia,Youth labour force participation rate (%),2014,32.1989
CZE,Czechia,Youth labour force participation rate (%),2015,32.4775
CZE,Czechia,Youth labour force participation rate (%),2016,31.9797
CZE,Czechia,Youth labour force participation rate (%),2017,31.6517
CZE,Czechia,Youth labour force participation rate (%),2018,30.4064
CZE,Czechia,Youth labour force participation rate (%),1991,58.12
DEU,Germany,Youth labour force participation rate (%),1990,60.6685
DEU,Germany,Youth labour force participation rate (%),1991,60.4557
DEU,Germany,Youth labour force participation rate (%),1992,58.2985
DEU,Germany,Youth labour force participation rate (%),1993,56.2205
DEU,Germany,Youth labour force participation rate (%),1994,54.907
DEU,Germany,Youth labour force participation rate (%),1995,52.4648
DEU,Germany,Youth labour force participation rate (%),1996,50.3753
DEU,Germany,Youth labour force participation rate (%),1997,49.6656
DEU,Germany,Youth labour force participation rate (%),1998,50.0034
DEU,Germany,Youth labour force participation rate (%),1999,50.757
DEU,Germany,Youth labour force participation rate (%),2000,50.4059
DEU,Germany,Youth labour force participation rate (%),2001,50.3866
DEU,Germany,Youth labour force participation rate (%),2002,50.0113
DEU,Germany,Youth labour force participation rate (%),2003,49.4603
DEU,Germany,Youth labour force participation rate (%),2004,47.4569
DEU,Germany,Youth labour force participation rate (%),2005,49.6283
DEU,Germany,Youth labour force participation rate (%),2006,50.4493
DEU,Germany,Youth labour force participation rate (%),2007,51.5425
DEU,Germany,Youth labour force participation rate (%),2008,52.1573
DEU,Germany,Youth labour force participation rate (%),2009,51.7631
DEU,Germany,Youth labour force participation rate (%),2010,51.2791
DEU,Germany,Youth labour force participation rate (%),2011,52.4106
DEU,Germany,Youth labour force participation rate (%),2012,50.6992
DEU,Germany,Youth labour force participation rate (%),2013,50.845
DEU,Germany,Youth labour force participation rate (%),2014,49.9236
DEU,Germany,Youth labour force participation rate (%),2015,48.8225
DEU,Germany,Youth labour force participation rate (%),2016,49.2155
DEU,Germany,Youth labour force participation rate (%),2017,49.8646
DEU,Germany,Youth labour force participation rate (%),2018,50.2756
DMA,Dominica,Youth labour force participation rate (%),1997,58.63
DMA,Dominica,Youth labour force participation rate (%),1999,56.67
DMA,Dominica,Youth labour force participation rate (%),2001,43.16
DNK,Denmark,Youth labour force participation rate (%),1990,73.4777
DNK,Denmark,Youth labour force participation rate (%),1991,73.1609
DNK,Denmark,Youth labour force participation rate (%),1992,72.0124
DNK,Denmark,Youth labour force participation rate (%),1993,70.5284
DNK,Denmark,Youth labour force participation rate (%),1994,69.0997
DNK,Denmark,Youth labour force participation rate (%),1995,73.211
DNK,Denmark,Youth labour force participation rate (%),1996,73.7622
DNK,Denmark,Youth labour force participation rate (%),1997,74.2376
DNK,Denmark,Youth labour force participation rate (%),1998,71.5568
DNK,Denmark,Youth labour force participation rate (%),1999,73.3386
DNK,Denmark,Youth labour force participation rate (%),2000,71.8915
DNK,Denmark,Youth labour force participation rate (%),2001,67.2137
DNK,Denmark,Youth labour force participation rate (%),2002,68.8186
DNK,Denmark,Youth labour force participation rate (%),2003,65.8651
DNK,Denmark,Youth labour force participation rate (%),2004,66.4322
DNK,Denmark,Youth labour force participation rate (%),2005,68.1351
DNK,Denmark,Youth labour force participation rate (%),2006,69.9382
DNK,Denmark,Youth labour force participation rate (%),2007,70.6113
DNK,Denmark,Youth labour force participation rate (%),2008,72.1567
DNK,Denmark,Youth labour force participation rate (%),2009,70.9074
DNK,Denmark,Youth labour force participation rate (%),2010,67.4954
DNK,Denmark,Youth labour force participation rate (%),2011,67.0923
DNK,Denmark,Youth labour force participation rate (%),2012,64.0548
DNK,Denmark,Youth labour force participation rate (%),2013,61.7234
DNK,Denmark,Youth labour force participation rate (%),2014,61.5065
DNK,Denmark,Youth labour force participation rate (%),2015,62.107
DNK,Denmark,Youth labour force participation rate (%),2016,66.1512
DNK,Denmark,Youth labour force participation rate (%),2017,63.2553
DNK,Denmark,Youth labour force participation rate (%),2018,63.1839
DOM,Dominican Republic,Youth labour force participation rate (%),2015,44.0458
DOM,Dominican Republic,Youth labour force participation rate (%),2016,44.7218
DOM,Dominican Republic,Youth labour force participation rate (%),2017,43.6004
DOM,Dominican Republic,Youth labour force participation rate (%),2000,45.2333
DOM,Dominican Republic,Youth labour force participation rate (%),2001,43.7064
DOM,Dominican Republic,Youth labour force participation rate (%),2002,43.9188
DOM,Dominican Republic,Youth labour force participation rate (%),2003,41.1693
DOM,Dominican Republic,Youth labour force participation rate (%),2004,41.7796
DOM,Dominican Republic,Youth labour force participation rate (%),2005,41.1662
DOM,Dominican Republic,Youth labour force participation rate (%),2006,41.0874
DOM,Dominican Republic,Youth labour force participation rate (%),2007,41.5599
DOM,Dominican Republic,Youth labour force participation rate (%),2008,41.9984
DOM,Dominican Republic,Youth labour force participation rate (%),2009,37.4234
DOM,Dominican Republic,Youth labour force participation rate (%),2010,38.5747
DOM,Dominican Republic,Youth labour force participation rate (%),2011,40.5356
DOM,Dominican Republic,Youth labour force participation rate (%),2012,41.1836
DOM,Dominican Republic,Youth labour force participation rate (%),2013,41.0471
DOM,Dominican Republic,Youth labour force participation rate (%),2014,40.8657
DOM,Dominican Republic,Youth labour force participation rate (%),1993,44.89
DOM,Dominican Republic,Youth labour force participation rate (%),1996,53.39
DOM,Dominican Republic,Youth labour force participation rate (%),1998,52.19
DZA,Algeria,Youth labour force participation rate (%),1996,40.69
DZA,Algeria,Youth labour force participation rate (%),2009,28.25
DZA,Algeria,Youth labour force participation rate (%),2010,28.19
DZA,Algeria,Youth labour force participation rate (%),2011,26.78
DZA,Algeria,Youth labour force participation rate (%),2014,25.96
DZA,Algeria,Youth labour force participation rate (%),2017,19.5
ECU,Ecuador,Youth labour force participation rate (%),1996,47.96
ECU,Ecuador,Youth labour force participation rate (%),1997,47.8
ECU,Ecuador,Youth labour force participation rate (%),1998,52.43
ECU,Ecuador,Youth labour force participation rate (%),2000,51.8206
ECU,Ecuador,Youth labour force participation rate (%),2001,59.223
ECU,Ecuador,Youth labour force participation rate (%),2002,49.98
ECU,Ecuador,Youth labour force participation rate (%),2003,52.728
ECU,Ecuador,Youth labour force participation rate (%),2004,54.025
ECU,Ecuador,Youth labour force participation rate (%),2005,52.4804
ECU,Ecuador,Youth labour force participation rate (%),2006,54.3371
ECU,Ecuador,Youth labour force participation rate (%),2007,50.9003
ECU,Ecuador,Youth labour force participation rate (%),2008,50.7823
ECU,Ecuador,Youth labour force participation rate (%),2009,47.6559
ECU,Ecuador,Youth labour force participation rate (%),2010,44.6902
ECU,Ecuador,Youth labour force participation rate (%),2011,41.7506
ECU,Ecuador,Youth labour force participation rate (%),2012,43.0027
ECU,Ecuador,Youth labour force participation rate (%),2013,41.1109
ECU,Ecuador,Youth labour force participation rate (%),2014,40.1539
ECU,Ecuador,Youth labour force participation rate (%),2015,42.7772
ECU,Ecuador,Youth labour force participation rate (%),2016,44.8071
ECU,Ecuador,Youth labour force participation rate (%),2017,45.2397
ECU,Ecuador,Youth labour force participation rate (%),2018,43.9966
ECU,Ecuador,Youth labour force participation rate (%),1990,43.88
EGY,Egypt,Youth labour force participation rate (%),1993,32.65
EGY,Egypt,Youth labour force participation rate (%),1994,33.28
EGY,Egypt,Youth labour force participation rate (%),1995,33.54
EGY,Egypt,Youth labour force participation rate (%),1998,30.32
EGY,Egypt,Youth labour force participation rate (%),1999,34.03
EGY,Egypt,Youth labour force participation rate (%),2001,28.21
EGY,Egypt,Youth labour force participation rate (%),2002,29.9
EGY,Egypt,Youth labour force participation rate (%),2006,33.76
EGY,Egypt,Youth labour force participation rate (%),2007,33.64
EGY,Egypt,Youth labour force participation rate (%),2008,35.4873
EGY,Egypt,Youth labour force participation rate (%),2009,35.347
EGY,Egypt,Youth labour force participation rate (%),2010,34.7347
EGY,Egypt,Youth labour force participation rate (%),2011,33.4752
EGY,Egypt,Youth labour force participation rate (%),2012,33.5694
EGY,Egypt,Youth labour force participation rate (%),2013,34.4626
EGY,Egypt,Youth labour force participation rate (%),2014,33.7868
EGY,Egypt,Youth labour force participation rate (%),2015,32.0332
EGY,Egypt,Youth labour force participation rate (%),2016,31.3851
EGY,Egypt,Youth labour force participation rate (%),2017,28.9786
ESP,Spain,Youth labour force participation rate (%),1990,47.0447
ESP,Spain,Youth labour force participation rate (%),1991,45.3602
ESP,Spain,Youth labour force participation rate (%),1992,44.5081
ESP,Spain,Youth labour force participation rate (%),1993,43.0545
ESP,Spain,Youth labour force participation rate (%),1994,43.2393
ESP,Spain,Youth labour force participation rate (%),1995,41.5745
ESP,Spain,Youth labour force participation rate (%),1996,40.5823
ESP,Spain,Youth labour force participation rate (%),1997,40.7663
ESP,Spain,Youth labour force participation rate (%),1998,41.0604
ESP,Spain,Youth labour force participation rate (%),1999,42.0187
ESP,Spain,Youth labour force participation rate (%),2000,43.1127
ESP,Spain,Youth labour force participation rate (%),2001,42.3825
ESP,Spain,Youth labour force participation rate (%),2002,43.629
ESP,Spain,Youth labour force participation rate (%),2003,44.3779
ESP,Spain,Youth labour force participation rate (%),2004,44.8832
ESP,Spain,Youth labour force participation rate (%),2005,47.9167
ESP,Spain,Youth labour force participation rate (%),2006,48.1706
ESP,Spain,Youth labour force participation rate (%),2007,47.8853
ESP,Spain,Youth labour force participation rate (%),2008,47.6951
ESP,Spain,Youth labour force participation rate (%),2009,45.0393
ESP,Spain,Youth labour force participation rate (%),2010,42.6608
ESP,Spain,Youth labour force participation rate (%),2011,40.9161
ESP,Spain,Youth labour force participation rate (%),2012,39.026
ESP,Spain,Youth labour force participation rate (%),2013,37.7749
ESP,Spain,Youth labour force participation rate (%),2014,35.7144
ESP,Spain,Youth labour force participation rate (%),2015,34.7174
ESP,Spain,Youth labour force participation rate (%),2016,33.0462
ESP,Spain,Youth labour force participation rate (%),2017,33.3297
ESP,Spain,Youth labour force participation rate (%),2018,32.9834
EST,Estonia,Youth labour force participation rate (%),1990,52.579
EST,Estonia,Youth labour force participation rate (%),1991,51.835
EST,Estonia,Youth labour force participation rate (%),1992,50.923
EST,Estonia,Youth labour force participation rate (%),1993,50.529
EST,Estonia,Youth labour force participation rate (%),1994,53.248
EST,Estonia,Youth labour force participation rate (%),1995,49.127
EST,Estonia,Youth labour force participation rate (%),1996,46.94
EST,Estonia,Youth labour force participation rate (%),1997,44.2744
EST,Estonia,Youth labour force participation rate (%),1998,40.9838
EST,Estonia,Youth labour force participation rate (%),1999,37.0152
EST,Estonia,Youth labour force participation rate (%),2000,37.5135
EST,Estonia,Youth labour force participation rate (%),2001,36.2538
EST,Estonia,Youth labour force participation rate (%),2002,31.8514
EST,Estonia,Youth labour force participation rate (%),2003,39.4228
EST,Estonia,Youth labour force participation rate (%),2004,39.8766
EST,Estonia,Youth labour force participation rate (%),2005,36.199
EST,Estonia,Youth labour force participation rate (%),2006,35.7277
EST,Estonia,Youth labour force participation rate (%),2007,37.9356
EST,Estonia,Youth labour force participation rate (%),2008,40.8439
EST,Estonia,Youth labour force participation rate (%),2009,39.0353
EST,Estonia,Youth labour force participation rate (%),2010,37.7738
EST,Estonia,Youth labour force participation rate (%),2011,40.0362
EST,Estonia,Youth labour force participation rate (%),2012,40.7775
EST,Estonia,Youth labour force participation rate (%),2013,39.8088
EST,Estonia,Youth labour force participation rate (%),2014,39.2012
EST,Estonia,Youth labour force participation rate (%),2015,41.7586
EST,Estonia,Youth labour force participation rate (%),2016,43.2655
EST,Estonia,Youth labour force participation rate (%),2017,46.0849
EST,Estonia,Youth labour force participation rate (%),2018,47.3257
ETH,Ethiopia,Youth labour force participation rate (%),1999,62.9174
ETH,Ethiopia,Youth labour force participation rate (%),2005,75.5313
ETH,Ethiopia,Youth labour force participation rate (%),2013,74.8965
ETH,Ethiopia,Youth labour force participation rate (%),1994,72.95
FIN,Finland,Youth labour force participation rate (%),1990,60.615
FIN,Finland,Youth labour force participation rate (%),1991,57.143
FIN,Finland,Youth labour force participation rate (%),1992,52.344
FIN,Finland,Youth labour force participation rate (%),1993,49.685
FIN,Finland,Youth labour force participation rate (%),1994,46.276
FIN,Finland,Youth labour force participation rate (%),1995,49.6264
FIN,Finland,Youth labour force participation rate (%),1996,47.4509
FIN,Finland,Youth labour force participation rate (%),1997,48.4445
FIN,Finland,Youth labour force participation rate (%),1998,49.7486
FIN,Finland,Youth labour force participation rate (%),1999,63.0158
FIN,Finland,Youth labour force participation rate (%),2000,63.3304
FIN,Finland,Youth labour force participation rate (%),2001,62.8978
FIN,Finland,Youth labour force participation rate (%),2002,62.3473
FIN,Finland,Youth labour force participation rate (%),2003,61.3898
FIN,Finland,Youth labour force participation rate (%),2004,59.7567
FIN,Finland,Youth labour force participation rate (%),2005,50.6677
FIN,Finland,Youth labour force participation rate (%),2006,51.8026
FIN,Finland,Youth labour force participation rate (%),2007,53.4206
FIN,Finland,Youth labour force participation rate (%),2008,53.4739
FIN,Finland,Youth labour force participation rate (%),2009,50.4413
FIN,Finland,Youth labour force participation rate (%),2010,49.3756
FIN,Finland,Youth labour force participation rate (%),2011,50.5184
FIN,Finland,Youth labour force participation rate (%),2012,51.5992
FIN,Finland,Youth labour force participation rate (%),2013,51.8311
FIN,Finland,Youth labour force participation rate (%),2014,52.0627
FIN,Finland,Youth labour force participation rate (%),2015,52.2084
FIN,Finland,Youth labour force participation rate (%),2016,52.1882
FIN,Finland,Youth labour force participation rate (%),2017,53.2369
FIN,Finland,Youth labour force participation rate (%),2018,53.0849
FJI,Fiji,Youth labour force participation rate (%),2005,36.8541
FJI,Fiji,Youth labour force participation rate (%),2011,38.8553
FJI,Fiji,Youth labour force participation rate (%),2014,38.07
FJI,Fiji,Youth labour force participation rate (%),2016,39.4241
FJI,Fiji,Youth labour force participation rate (%),1996,44.38
FRA,France,Youth labour force participation rate (%),1990,44.5687
FRA,France,Youth labour force participation rate (%),1991,39.9146
FRA,France,Youth labour force participation rate (%),1992,39.4799
FRA,France,Youth labour force participation rate (%),1993,38.0333
FRA,France,Youth labour force participation rate (%),1994,36.393
FRA,France,Youth labour force participation rate (%),1995,35.49
FRA,France,Youth labour force participation rate (%),1996,34.9628
FRA,France,Youth labour force participation rate (%),1997,33.9139
FRA,France,Youth labour force participation rate (%),1998,33.9466
FRA,France,Youth labour force participation rate (%),1999,35.8097
FRA,France,Youth labour force participation rate (%),2000,35.4813
FRA,France,Youth labour force participation rate (%),2001,35.7531
FRA,France,Youth labour force participation rate (%),2002,36.8881
FRA,France,Youth labour force participation rate (%),2003,37.1425
FRA,France,Youth labour force participation rate (%),2004,36.695
FRA,France,Youth labour force participation rate (%),2005,38.0729
FRA,France,Youth labour force participation rate (%),2006,38.0831
FRA,France,Youth labour force participation rate (%),2007,38.4188
FRA,France,Youth labour force participation rate (%),2008,38.4916
FRA,France,Youth labour force participation rate (%),2009,39.5586
FRA,France,Youth labour force participation rate (%),2010,38.9096
FRA,France,Youth labour force participation rate (%),2011,37.9319
FRA,France,Youth labour force participation rate (%),2012,37.4093
FRA,France,Youth labour force participation rate (%),2013,37.3781
FRA,France,Youth labour force participation rate (%),2014,36.4631
FRA,France,Youth labour force participation rate (%),2015,37.0733
FRA,France,Youth labour force participation rate (%),2016,36.9351
FRA,France,Youth labour force participation rate (%),2017,36.8856
FRA,France,Youth labour force participation rate (%),2018,37.6801
FSM,"Micronesia, Federated States of",Youth labour force participation rate (%),2014,40.7471
GAB,Gabon,Youth labour force participation rate (%),2005,25.18
GAB,Gabon,Youth labour force participation rate (%),2010,18.26
GBR,United Kingdom,Youth labour force participation rate (%),1990,71.788
GBR,United Kingdom,Youth labour force participation rate (%),1991,70.1195
GBR,United Kingdom,Youth labour force participation rate (%),1992,67.8962
GBR,United Kingdom,Youth labour force participation rate (%),1993,66.0067
GBR,United Kingdom,Youth labour force participation rate (%),1994,64.6278
GBR,United Kingdom,Youth labour force participation rate (%),1995,63.6543
GBR,United Kingdom,Youth labour force participation rate (%),1996,64.3888
GBR,United Kingdom,Youth labour force participation rate (%),1997,64.3094
GBR,United Kingdom,Youth labour force participation rate (%),1998,63.8479
GBR,United Kingdom,Youth labour force participation rate (%),1999,63.0053
GBR,United Kingdom,Youth labour force participation rate (%),2000,63.407
GBR,United Kingdom,Youth labour force participation rate (%),2001,61.89
GBR,United Kingdom,Youth labour force participation rate (%),2002,62.3864
GBR,United Kingdom,Youth labour force participation rate (%),2003,61.1788
GBR,United Kingdom,Youth labour force participation rate (%),2004,61.5604
GBR,United Kingdom,Youth labour force participation rate (%),2005,62.2167
GBR,United Kingdom,Youth labour force participation rate (%),2006,62.3054
GBR,United Kingdom,Youth labour force participation rate (%),2007,61.3918
GBR,United Kingdom,Youth labour force participation rate (%),2008,61.241
GBR,United Kingdom,Youth labour force participation rate (%),2009,59.2182
GBR,United Kingdom,Youth labour force participation rate (%),2010,58.4436
GBR,United Kingdom,Youth labour force participation rate (%),2011,58.2126
GBR,United Kingdom,Youth labour force participation rate (%),2012,58.6368
GBR,United Kingdom,Youth labour force participation rate (%),2013,58.3205
GBR,United Kingdom,Youth labour force participation rate (%),2014,57.8095
GBR,United Kingdom,Youth labour force participation rate (%),2015,58.5245
GBR,United Kingdom,Youth labour force participation rate (%),2016,58.3357
GBR,United Kingdom,Youth labour force participation rate (%),2017,57.4835
GBR,United Kingdom,Youth labour force participation rate (%),2018,57.092
GEO,Georgia,Youth labour force participation rate (%),2017,44.4382
GEO,Georgia,Youth labour force participation rate (%),2018,40.4425
GEO,Georgia,Youth labour force participation rate (%),1999,37.16
GEO,Georgia,Youth labour force participation rate (%),2000,37.05
GEO,Georgia,Youth labour force participation rate (%),2001,36.38
GEO,Georgia,Youth labour force participation rate (%),2002,34.78
GEO,Georgia,Youth labour force participation rate (%),2003,38.22
GEO,Georgia,Youth labour force participation rate (%),2004,32.21
GEO,Georgia,Youth labour force participation rate (%),2005,33.81
GEO,Georgia,Youth labour force participation rate (%),2009,38.5212
GEO,Georgia,Youth labour force participation rate (%),2010,39.4389
GEO,Georgia,Youth labour force participation rate (%),2011,41.2268
GEO,Georgia,Youth labour force participation rate (%),2012,41.7035
GEO,Georgia,Youth labour force participation rate (%),2013,40.7488
GEO,Georgia,Youth labour force participation rate (%),2014,41.4462
GEO,Georgia,Youth labour force participation rate (%),2015,42.3732
GEO,Georgia,Youth labour force participation rate (%),2016,39.8846
GHA,Ghana,Youth labour force participation rate (%),2015,43.4266
GHA,Ghana,Youth labour force participation rate (%),1998,68.14
GHA,Ghana,Youth labour force participation rate (%),2006,41.6792
GHA,Ghana,Youth labour force participation rate (%),2013,53.9075
GHA,Ghana,Youth labour force participation rate (%),2017,31.8979
GHA,Ghana,Youth labour force participation rate (%),2000,53.79
GHA,Ghana,Youth labour force participation rate (%),2010,44.61
GIN,Guinea,Youth labour force participation rate (%),2002,47.2134
GMB,Gambia,Youth labour force participation rate (%),2012,41.3891
GRC,Greece,Youth labour force participation rate (%),1990,39.4411
GRC,Greece,Youth labour force participation rate (%),1991,38.5135
GRC,Greece,Youth labour force participation rate (%),1992,37.8804
GRC,Greece,Youth labour force participation rate (%),1993,37.5062
GRC,Greece,Youth labour force participation rate (%),1994,36.949
GRC,Greece,Youth labour force participation rate (%),1995,36.709
GRC,Greece,Youth labour force participation rate (%),1996,36.9369
GRC,Greece,Youth labour force participation rate (%),1997,35.5001
GRC,Greece,Youth labour force participation rate (%),1998,40.3216
GRC,Greece,Youth labour force participation rate (%),1999,39.7318
GRC,Greece,Youth labour force participation rate (%),2000,38.7306
GRC,Greece,Youth labour force participation rate (%),2001,36.3766
GRC,Greece,Youth labour force participation rate (%),2002,36.2414
GRC,Greece,Youth labour force participation rate (%),2003,34.9341
GRC,Greece,Youth labour force participation rate (%),2004,37.2723
GRC,Greece,Youth labour force participation rate (%),2005,33.6901
GRC,Greece,Youth labour force participation rate (%),2006,32.1874
GRC,Greece,Youth labour force participation rate (%),2007,30.9816
GRC,Greece,Youth labour force participation rate (%),2008,30.0523
GRC,Greece,Youth labour force participation rate (%),2009,30.6583
GRC,Greece,Youth labour force participation rate (%),2010,30.0227
GRC,Greece,Youth labour force participation rate (%),2011,29.1185
GRC,Greece,Youth labour force participation rate (%),2012,29.1214
GRC,Greece,Youth labour force participation rate (%),2013,28.3829
GRC,Greece,Youth labour force participation rate (%),2014,28.0243
GRC,Greece,Youth labour force participation rate (%),2015,25.9713
GRC,Greece,Youth labour force participation rate (%),2016,24.6453
GRC,Greece,Youth labour force participation rate (%),2017,25.0486
GRC,Greece,Youth labour force participation rate (%),2018,23.2708
GTM,Guatemala,Youth labour force participation rate (%),1999,52.55
GTM,Guatemala,Youth labour force participation rate (%),2003,62.9423
GTM,Guatemala,Youth labour force participation rate (%),2004,55.1141
GTM,Guatemala,Youth labour force participation rate (%),2006,59.13
GTM,Guatemala,Youth labour force participation rate (%),2010,51.0299
GTM,Guatemala,Youth labour force participation rate (%),2011,53.2619
GTM,Guatemala,Youth labour force participation rate (%),2012,57.9157
GTM,Guatemala,Youth labour force participation rate (%),2013,49.8418
GTM,Guatemala,Youth labour force participation rate (%),2014,51.6108
GTM,Guatemala,Youth labour force participation rate (%),2015,52.2408
GTM,Guatemala,Youth labour force participation rate (%),2016,52.516
GTM,Guatemala,Youth labour force participation rate (%),2017,52.4768
GTM,Guatemala,Youth labour force participation rate (%),1994,44.69
GUY,Guyana,Youth labour force participation rate (%),1993,51.46
GUY,Guyana,Youth labour force participation rate (%),2017,50.0865
GUY,Guyana,Youth labour force participation rate (%),2002,48.83
HND,Honduras,Youth labour force participation rate (%),1999,58.78
HND,Honduras,Youth labour force participation rate (%),2001,53.93
HND,Honduras,Youth labour force participation rate (%),2005,52.7068
HND,Honduras,Youth labour force participation rate (%),2006,49.8039
HND,Honduras,Youth labour force participation rate (%),2007,48.3286
HND,Honduras,Youth labour force participation rate (%),2008,49.4398
HND,Honduras,Youth labour force participation rate (%),2009,50.4291
HND,Honduras,Youth labour force participation rate (%),2010,51.4665
HND,Honduras,Youth labour force participation rate (%),2011,49.8875
HND,Honduras,Youth labour force participation rate (%),2012,48.1103
HND,Honduras,Youth labour force participation rate (%),2013,51.6379
HND,Honduras,Youth labour force participation rate (%),2014,53.7973
HND,Honduras,Youth labour force participation rate (%),2015,54.5851
HND,Honduras,Youth labour force participation rate (%),2016,53.3791
HND,Honduras,Youth labour force participation rate (%),2017,54.9696
HND,Honduras,Youth labour force participation rate (%),2018,57.568
HRV,Croatia,Youth labour force participation rate (%),2002,40.3834
HRV,Croatia,Youth labour force participation rate (%),2003,38.4322
HRV,Croatia,Youth labour force participation rate (%),2004,40.0296
HRV,Croatia,Youth labour force participation rate (%),2005,38.1361
HRV,Croatia,Youth labour force participation rate (%),2006,35.9069
HRV,Croatia,Youth labour force participation rate (%),2007,36.6142
HRV,Croatia,Youth labour force participation rate (%),2008,36.6352
HRV,Croatia,Youth labour force participation rate (%),2009,36.2932
HRV,Croatia,Youth labour force participation rate (%),2010,35.8515
HRV,Croatia,Youth labour force participation rate (%),2011,32.4634
HRV,Croatia,Youth labour force participation rate (%),2012,30.0872
HRV,Croatia,Youth labour force participation rate (%),2013,29.8656
HRV,Croatia,Youth labour force participation rate (%),2014,33.6306
HRV,Croatia,Youth labour force participation rate (%),2015,33.1908
HRV,Croatia,Youth labour force participation rate (%),2016,37.237
HRV,Croatia,Youth labour force participation rate (%),2017,35.6839
HRV,Croatia,Youth labour force participation rate (%),2018,33.4939
HRV,Croatia,Youth labour force participation rate (%),1991,45.23
HRV,Croatia,Youth labour force participation rate (%),2001,42.14
HTI,Haiti,Youth labour force participation rate (%),2012,39.9618
HTI,Haiti,Youth labour force participation rate (%),2003,25
HTI,Haiti,Youth labour force participation rate (%),1990,46.15
HTI,Haiti,Youth labour force participation rate (%),1995,39.73
HTI,Haiti,Youth labour force participation rate (%),2000,33.94
HTI,Haiti,Youth labour force participation rate (%),2005,36.07
HUN,Hungary,Youth labour force participation rate (%),1992,43.579
HUN,Hungary,Youth labour force participation rate (%),1993,40.859
HUN,Hungary,Youth labour force participation rate (%),1994,38.965
HUN,Hungary,Youth labour force participation rate (%),1995,38.413
HUN,Hungary,Youth labour force participation rate (%),1996,33.9379
HUN,Hungary,Youth labour force participation rate (%),1997,34.394
HUN,Hungary,Youth labour force participation rate (%),1998,39.6303
HUN,Hungary,Youth labour force participation rate (%),1999,39.7846
HUN,Hungary,Youth labour force participation rate (%),2000,37.7542
HUN,Hungary,Youth labour force participation rate (%),2001,34.0727
HUN,Hungary,Youth labour force participation rate (%),2002,32.3244
HUN,Hungary,Youth labour force participation rate (%),2003,30.5827
HUN,Hungary,Youth labour force participation rate (%),2004,27.2502
HUN,Hungary,Youth labour force participation rate (%),2005,27.0729
HUN,Hungary,Youth labour force participation rate (%),2006,26.7215
HUN,Hungary,Youth labour force participation rate (%),2007,25.7287
HUN,Hungary,Youth labour force participation rate (%),2008,25.1276
HUN,Hungary,Youth labour force participation rate (%),2009,24.6589
HUN,Hungary,Youth labour force participation rate (%),2010,24.8035
HUN,Hungary,Youth labour force participation rate (%),2011,24.2875
HUN,Hungary,Youth labour force participation rate (%),2012,25.6942
HUN,Hungary,Youth labour force participation rate (%),2013,27.386
HUN,Hungary,Youth labour force participation rate (%),2014,29.5232
HUN,Hungary,Youth labour force participation rate (%),2015,31.0182
HUN,Hungary,Youth labour force participation rate (%),2016,32.2901
HUN,Hungary,Youth labour force participation rate (%),2017,32.4379
HUN,Hungary,Youth labour force participation rate (%),2018,32.2632
