Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
COD,1386.830748,1224.064884,1053.550567,876.7283687999999,812.4086093999999,792.0938246000001,762.4551086,702.2305165,675.2589797999999,631.5219396000001,573.1708503,545.8516038,545.6887703,558.7015428,577.8607385,594.0770302999999,605.8631667000001,623.1286665,640.4783066000001,637.2751488,660.2109558,682.4321553999999,706.7979637999999,741.6184302,785.3473407,812.4033701000001,805.0642641,808.1332133999999
COG,5140.4161460000005,5122.260941,5114.784771,4928.001902,4530.730304,4582.106819,4645.978468,4487.209497999999,4523.627153,4283.324088,4480.147677,4524.171563,4604.574502,4515.665444,4539.273904,4742.935979999999,4875.937296,4637.2129159999995,4730.033797,4918.072012,5186.344788,5213.946921,5271.16806,5317.086292,5538.052941,5542.892982,5250.867608,4881.405744
COL,7533.518384999999,7562.697695000001,7799.908973999999,7844.022737,8160.120712999999,8442.850813,8478.951104,8634.469088,8553.380914,8073.372693000001,8308.22295,8327.070759,8415.759119,8625.246570000001,8963.595329,9263.730173,9760.134926,10306.94749,10547.260390000001,10599.9626,10900.50528,11496.47771,11840.24043,12296.295540000001,12715.96739,12985.38313,13135.0099,13254.94922
COM,1599.95155,1469.780491,1549.2025310000001,1550.214085,1427.110431,1437.832802,1380.824339,1398.340257,1379.3651519999999,1370.115389,1480.917674,1478.578216,1476.84428,1472.4138779999998,1465.457301,1471.559414,1474.827429,1451.421611,1422.622349,1415.84569,1412.502687,1414.611723,1422.2294869999998,1437.004907,1432.0887480000001,1413.059277,1411.152339,1413.890036
CPV,1656.907503,1641.516851,1774.627171,1877.2855789999999,2177.550633,2423.288843,2632.979451,2858.333471,3145.6197469999997,3425.087925,3835.2386060000003,3844.5083640000003,3971.288249,4064.8436490000004,4407.340031000001,4643.455384000001,4949.2259,5633.93311,5944.038825,5806.646232,5828.241588,5991.77849,5986.9390539999995,5963.907977000001,5928.199025,5915.122633,6065.27874,6222.554166
CRI,7787.161762000001,7787.094362000001,8289.665371,8655.232665000001,8820.050146,8960.615426999999,8855.114976,9129.620401,9545.785839,9712.485384,9878.288691,10040.57414,10201.58772,10473.91634,10768.74136,11025.47676,11656.21429,12433.2016,12834.93616,12543.9779,12999.99219,13397.23054,13878.0474,14035.287980000001,14372.400780000002,14738.607619999999,15195.001409999999,15524.99456
CYP,23300.674769999998,22873.16733,24366.289930000003,23951.42271,24845.33797,26465.09469,26393.82716,26689.9653,27745.051,28761.09516,30085.77412,30834.90981,31519.724060000004,31909.932630000003,32924.9335,33662.8529,34599.02451,35502.955969999995,35960.352719999995,34387.34837,33941.13802,33192.37985,31690.70277,29879.56721,29786.174389999996,30549.10097,31331.392999999996,32415.132230000003
CZE,20023.13599,17739.9967,17632.099619999997,17624.68478,18130.89102,19270.69939,20107.85346,20009.83181,19962.96129,20269.69866,21193.90171,21892.48253,22297.22475,23107.20388,24233.596990000002,25781.204709999998,27473.627119999997,28844.067189999998,29373.109230000002,27803.587160000003,28352.9494,28797.417960000002,28527.138730000002,28379.74612,29119.61661,30605.42052,31338.875210000002,32605.90633
DEU,31287.06981,32646.56184,33022.57555,32492.51853,33175.70858,33653.12964,33830.305660000005,34405.519210000006,35081.30421,35755.29931,36764.56293,37325.05255,37262.35129,36977.34601,37418.0925,37703.93294,39143.16624,40473.52745,40989.44311,38784.45248,40428.72103,42692.51976,42822.0994,42914.47611,43560.61924,43937.94713,44431.82284,45229.24529
DMA,6730.0227620000005,6778.965201999999,6905.278098999999,6997.687803,7081.6375769999995,7221.985961,7436.010087000001,7588.680128,8018.926227,8118.417205,8175.435070999999,8214.820704,8053.001213,8638.77133,8883.297399,8844.293237,9080.261433,9634.767146,10302.8277,10160.152109999999,10198.27337,10135.27403,9981.101134999999,9871.672665,10255.21705,9941.894925,10151.34256,9673.366962
DNK,33785.65014,34167.719280000005,34721.38178,34609.58309,36332.217339999996,37237.72328,38101.40552,39180.68656,39904.595610000004,40945.279239999996,42337.71437,42533.539260000005,42595.58722,42645.58313,43670.4453,44567.93131,46159.913739999996,46373.51666,45865.79596,43382.62546,43998.436669999996,44403.39415,44336.81246,44564.45216,45057.07417,45458.69715,45991.224780000004,46682.51472
DOM,5477.061465,5421.6215649999995,5914.579688000001,6230.928137,6276.20558,6515.903229,6787.852738,7269.326961,7633.154969,7959.225317,8200.378427,8272.127247,8511.690706,8270.293527,8356.826340000001,9011.512148,9697.823176,10271.221290000001,10455.483209999999,10412.601,11132.55269,11333.54709,11494.949709999999,11907.20486,12663.04225,13395.9168,14120.211640000001,14600.86058
DZA,10236.84066,9869.488370000001,9815.463823,9400.054424,9126.271623999999,9295.420114,9509.687656999999,9461.355117000001,9796.739936,9968.967712,10211.00186,10382.18684,10826.48765,11459.893559999999,11797.18485,12322.48426,12348.48121,12570.6547,12660.403240000001,12647.5403,12870.6027,12990.34502,13161.96167,13253.61548,13483.33786,13724.72385,13921.180019999998,13913.83936
ECU,7472.025128,7611.733255,7595.025334999999,7571.244873999999,7720.724316,7726.192086,7696.583401999999,7867.057933,7964.486069,7443.335645,7387.615879000001,7550.257275,7727.717349,7808.192201000001,8311.701354,8607.765409,8837.380686,8879.636854,9285.864407,9183.552558,9352.344237000001,9926.903441,10322.1789,10665.46258,10901.41856,10749.12887,10424.26415,10581.93643
EGY,5909.161575,5836.66634,5965.070541,6013.884613,6130.748719,6292.662391,6482.553363,6712.639989,6856.417675,7142.6702430000005,7388.356411,7507.687261,7541.324229000001,7635.660606999999,7800.348919,8001.516541,8398.874534999999,8838.524796,9305.414955,9561.847569,9857.468282,9823.823287000001,9822.420181,9814.21213,9879.799359,10095.61017,10324.10114,10550.2065
ESP,23758.7281,24301.69219,24407.67554,24030.97766,24486.822930000002,25051.23368,25614.3895,26448.37866,27473.30696,28589.308589999997,29967.13145,30950.57323,31395.276019999998,31815.421339999997,32261.444489999998,32901.98773,33700.85211,34329.647000000004,34163.94639,32652.51218,32507.093969999998,32068.270930000002,31109.18746,30678.9173,31195.405239999996,32291.1552,33320.37272,34272.36038
ETH,651.9530906,584.3418123,514.7901555,561.936987,560.0059349999999,574.8370982000001,626.1078842999999,626.4422652000001,587.2724941,599.9521059,618.2422187000001,650.4534965,641.5270257999999,609.9424177,673.4260045,732.3804985,789.8703701000001,856.9948399,924.5187619999999,979.6225122000002,1073.8262949999998,1162.783317,1230.575484,1325.7551369999999,1424.526984,1533.107632,1608.293476,1729.926639
FIN,28905.57032,27047.8399,26002.07995,25686.510019999998,26583.533330000002,27596.412889999996,28512.4344,30205.020439999997,31760.2768,33094.83843,34887.1788,35706.15333,36218.24016,36852.44392,38188.25109,39115.76479,40546.08073,42467.261,42574.64114,38867.79945,39848.1345,40683.52758,39912.941360000004,39428.312060000004,39017.53721,38941.7636,39659.16604,40585.72103
FJI,5891.290081,5678.875631,5951.983190999999,5994.2664030000005,6212.418935000001,6287.005515999999,6513.375984,6302.722022,6325.183922,6829.074678,6673.847390999999,6782.284404000001,6986.677956,7048.447940999999,7406.361842,7426.778762999999,7513.217106,7383.264069,7384.0860569999995,7208.0051109999995,7352.08836,7488.8293810000005,7537.926213,7839.874778,8222.253784,8477.64473,8447.264179,8702.975322
FRA,29514.853810000004,29797.86241,30124.366530000003,29810.362510000003,30396.17548,30918.067960000004,31236.41334,31853.630660000003,32865.046480000005,33810.40325,34880.88182,35304.73072,35440.921910000005,35479.01035,36200.07627,36505.84873,37113.183410000005,37755.29451,37618.20734,36324.36154,36855.84468,37440.641489999995,37327.9444,37350.278269999995,37523.72758,37766.374110000004,38062.63973,38605.6709
FSM,2721.0568670000002,2850.138504,2887.9634739999997,3047.310307,2970.348196,3136.4379059999997,3016.744082,2829.629773,2920.371435,2972.370821,3119.115444,3181.519429,3206.050234,3273.576579,3178.199972,3255.204632,3266.699213,3221.0631280000002,3167.71663,3220.976301,3297.656934,3412.9065539999997,3343.876355,3208.6828739999996,3130.05445,3271.267021,3253.4797550000003,3299.463856
GAB,19500.92869,20142.69773,19006.29292,19242.55029,19445.00155,19895.837480000002,20101.51223,20727.8798,20919.51191,18582.04149,17782.69815,17714.37601,17231.374630000002,17171.07978,16832.48196,16803.54675,15860.37563,16312.576319999998,15288.144890000001,14822.39055,15355.78465,15893.547719999999,16159.72185,16503.06836,16678.638130000003,16836.78342,16756.69447,16562.41336
GBR,26827.842259999998,26454.40981,26481.631569999998,27085.78766,28065.18545,28682.342160000004,29335.69611,30441.839369999998,31305.68625,32205.150889999997,33266.11643,33981.37759,34669.51824,35656.178,36292.18203,37159.79896,37793.6185,38384.25197,37903.38193,36042.424230000004,36366.98318,36607.98109,36892.85031,37398.79722,38251.792480000004,38839.16696,39309.32708,39753.24389
GEO,8006.504234,6272.848256,3429.673064,2406.214394,2177.919968,2294.775619,2616.965937,2946.176877,3067.641463,3180.324078,3263.859262,3445.579442,3658.707497,4116.196084,4414.776661,4902.092934,5432.077541,6183.343492,6408.060335,6254.867608,6733.783761,7315.090898,7881.3290480000005,8254.010766,8749.156189,9025.133143000001,9276.766245,9745.078904
GHA,1919.6015109999998,1965.7277179999999,1985.952862,2025.608251,2036.876143,2066.197615,2107.827044,2143.494406,2191.031352,2232.828444,2259.063142,2291.0162960000002,2333.681984,2392.325987,2461.3222739999997,2539.3292539999998,2632.027828,2675.443544,2845.234552,2907.5469329999996,3059.3836260000003,3404.4595659999995,3632.44568,3807.342653,3868.6008939999997,3926.7090450000005,3982.769467,4227.629844
GIN,1411.9489210000002,1373.106679,1337.3493720000001,1325.499305,1308.515255,1311.962151,1326.448782,1360.8048720000002,1382.975373,1410.7305509999999,1420.633253,1445.915435,1492.932148,1483.564849,1489.423986,1504.031193,1490.720855,1558.541551,1587.4152900000001,1534.97162,1573.544958,1625.560273,1684.153841,1711.708994,1734.736747,1758.315595,1894.4412989999998,1998.92572
GMB,1506.404687,1499.742164,1502.582414,1503.8789689999999,1464.840365,1437.0186939999999,1428.138718,1456.3398300000001,1464.758279,1513.5554650000001,1549.5857210000001,1589.585991,1490.0116699999999,1541.994706,1598.325762,1533.249642,1501.800772,1507.698583,1544.52974,1593.0165550000002,1644.242366,1524.7687740000001,1560.330276,1584.753591,1550.2184320000001,1568.036025,1554.897138,1561.7668429999999
GNB,1573.8718900000001,1614.4666789999999,1592.8407619999998,1587.7922820000001,1601.8547529999998,1637.6563859999999,1793.032334,1876.1265449999999,1326.240169,1316.926217,1363.340995,1366.492649,1325.822659,1305.4263859999999,1312.522899,1338.295521,1338.3499869999998,1350.202744,1360.632824,1372.54239,1400.3632929999999,1475.3890900000001,1412.9542119999999,1421.3405699999998,1398.2548060000001,1446.489402,1498.839838,1548.674703
GNQ,999.5045346,958.3529010999999,1250.128517,1342.4528990000001,1513.0778710000002,1715.2275309999998,2752.926121,6620.818906,7876.198479000001,9507.224157999999,10792.73302,16932.00272,19418.694669999997,21230.11107,28076.348980000002,31372.082789999997,32300.737139999997,35570.72507,40015.819189999995,38738.152030000005,33723.3658,34363.152910000004,35632.04564,32736.09743,31542.510769999997,27554.19987,24240.4283,22604.87329
GRC,20686.136759999998,21072.933269999998,21058.96205,20600.476759999998,20907.53901,21247.0409,21759.061230000003,22622.913790000002,23374.15277,24000.13589,24839.07591,25731.20927,26642.768959999998,28119.40736,29469.5266,29559.281389999996,31136.44696,32073.9604,31881.71235,30430.41942,28726.07928,26141.31959,24364.26906,23746.08457,24081.630540000002,24170.30184,24211.74089,24574.38248
GRD,7241.559208,7328.878251,7210.877337000001,6990.019356999999,7029.738831000001,7118.565390000001,7394.600992000001,7740.442239,8633.436523,9217.768977,9651.488815,9434.79802,9735.111026999999,10627.81399,10530.101040000001,11893.82082,11384.65713,12043.5899,12117.64806,11276.48656,11177.99972,11220.828370000001,11048.50429,11262.6988,12038.470870000001,12757.96625,13167.05216,13593.876919999999
GTM,5100.779193,5165.020568,5289.275622,5369.69987,5458.011297,5598.12004,5634.755905,5750.513678,5904.334175999999,5994.87089,6070.720060000001,6069.477514,6157.565888,6166.11241,6213.129857,6269.155585,6458.000891,6713.146445,6781.899637,6669.999875,6714.063595999999,6844.495640000001,6899.108739,7005.026928,7147.429228,7292.719104000001,7368.6103219999995,7423.807592
GUY,2843.1432760000002,3009.326729,3228.323017,3468.6872229999994,3740.219537,3911.50775,4216.71299,4487.24271,4425.460336,4573.024541,4521.902893,4630.025552,4681.045528000001,4634.155484000001,4788.106597,4698.82104,4948.7244789999995,5308.387985,5424.595121,5621.963301,5847.857255,6130.837616,6420.114762,6696.783715,6906.012309000001,7076.935019,7266.335284999999,7435.047090000001
HKG,26974.164889999996,28276.77092,29788.636089999996,31097.0888,32239.85749,32358.04542,32271.38367,33635.9385,31394.068939999997,31875.11733,34016.64226,33956.26233,34366.2671,35486.592730000004,38274.26017,40922.88508,43520.462719999996,45937.392830000004,46635.08799,45390.452860000005,48107.70863,50085.95933,50378.33792,51732.44253,52789.42536,53591.83582,54412.92494,56054.91982999999
HND,3171.671357,3181.948879,3266.199993,3372.661065,3236.494078,3275.710256,3301.644545,3373.9277520000005,3380.3514619999996,3230.298484,3328.510589,3332.932069,3372.357245,3440.1543590000006,3568.1484159999995,3697.1698539999998,3852.2137340000004,4002.2051659999997,4084.2986990000004,3904.4595189999995,3971.182994,4046.0762520000003,4136.822058,4177.580271,4231.325067,4319.470118,4406.773532,4541.795257
IDN,4625.37726,4859.926323,5088.868858,5331.065663,5642.402865,6012.811027000001,6387.013857,6591.199095,5645.574397,5611.2174159999995,5805.808706,5934.13705,6115.567871,6319.670417,6546.494324,6824.606311,7102.1145400000005,7450.602158,7792.629931,8044.97033,8433.497357,8837.820122,9251.175537000001,9643.27483,10003.08903,10367.701990000001,10766.37145,11188.74402
IND,1754.85733,1737.615043,1796.53235,1845.1490809999998,1930.1130469999998,2036.795929,2149.365504,2194.9025899999997,2288.047839,2445.751079,2495.046633,2570.4278870000003,2623.330279,2783.004355,2955.204824,3178.828724,3419.931107,3698.77749,3786.6326770000005,4049.8051149999997,4404.697005,4635.879137,4827.559656,5073.6054890000005,5385.141814,5756.664665,6095.722796,6426.674406
IRL,21453.2404,21741.85066,22315.9676,22802.5875,24020.1935,26199.730730000003,28023.12117,30598.29853,32854.72152,35935.791339999996,38849.86076,40455.3012,42289.06502,42903.67322,44940.94648,46613.557089999995,47879.023610000004,48937.49415,46062.628639999995,43487.47903,44030.41415,45147.37624,44973.17526,45470.15851,48898.32866,60818.046239999996,63227.20797999999,67335.29341
IRN,11392.56363,12546.8602,12706.501709999999,12679.66986,12334.551940000001,12438.9701,12868.45557,12698.01137,12732.91605,12612.48345,13135.472020000001,13047.447559999999,13812.83121,14838.300319999998,15308.45479,15616.254659999999,16211.474059999999,17338.126480000003,17187.287630000003,17162.053359999998,17942.83284,18192.1056,16625.91922,16383.26035,16924.20068,16500.90051,18497.67433,19082.6196
IRQ,11521.73054,4033.0311070000002,5198.14861,6575.402561,6624.892218,6560.741918,7061.035634999999,8296.622773000001,10845.23691,12368.642829999999,12176.81465,12105.02473,10959.01575,7134.574829000001,10710.555059999999,10895.4632,11703.473320000001,11575.28738,12217.44846,12299.400459999999,12717.59753,13261.60145,14625.97401,15223.582709999999,14838.38295,15072.868669999998,16242.069019999999,15663.986069999999
