,Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths)
LBY,147.9083434,132.2383944,118.1559239,107.7596483,98.47224171,92.23867695,83.61033518,80.07451103,76.97165085,74.44159494,71.53455608,69.15380759,67.2277208,64.61549005,63.52009831,61.29781813,57.32201139,53.80265326,50.02908851,48.17443172,46.26294336,43.66878151,40.13602396,38.10953649,37.14629296,36.45674982,36.13378798,36.578672499999996,159.4942948,143.1538023,127.81560490000001,116.1346581,105.4380782,97.95084616,86.37457088,79.464701,72.71654599,66.55123201,60.01829939,54.32920321,49.06735092,43.4503477,39.35236188,35.19263589,30.19920597,26.11222777,22.809539100000002,20.39315,18.30467563,16.91231301,14.83904012,13.92490234,13.69188204,13.75973755,14.1325699,14.66854054,74.59803298,69.16097016,64.00627325,60.27885561,57.12267366,55.31042618,52.05595582,51.64356602,51.24218412,51.32878223,51.511189,52.057942600000004,52.66502597,52.23852942,52.74462434,52.59012905,50.52220609,49.21546852,47.87042476,48.5754344,47.43770756,46.16932099,44.17787783,43.76775351,44.60082171,44.89784226,45.66073783,46.74516384
LCA,6.927554826000001,6.613093612999999,6.408406825,6.2904338189999995,5.96490218,5.709086716,5.397493759,5.041565601,4.578645402,4.099062366,3.642379875,3.2659922089999998,3.123044348,2.98989198,2.87753805,2.841253458,2.746087147,2.6317023059999998,2.501643783,2.440252825,2.435280321,2.4955893469999997,2.557338396,2.596040016,2.763689142,2.7159761419999997,2.7265523910000002,2.7806007530000003,4.9939221510000005,4.7213352969999995,4.527666109,4.3942643960000005,4.117046963,3.885164407,3.61171108,3.318073004,2.965853175,2.612098614,2.287315426,2.023105357,1.897102426,1.773629132,1.6605469080000002,1.5958536369999998,1.50152927,1.398228124,1.285881485,1.209222781,1.161513778,1.138904698,1.124676212,1.112538003,1.158748796,1.117327795,1.102234975,1.107984241,3.560395005,3.379394011,3.2536599510000004,3.130096085,2.98083765,2.8404067310000003,2.726263041,2.63673286,2.508179642,2.430251165,2.2993700919999998,2.257135022,2.286666339,2.304682128,2.308696806,2.31254415,2.261364086,2.186479886,2.108146185,2.0807206380000003,2.0627913159999998,2.134403573,2.233164447,2.2871671609999997,2.392737661,2.402697529,2.4312149819999997,2.478783712
LKA,1929.8769399999999,1779.31739,1646.5878300000002,1519.196406,1430.9073130000002,1349.603143,1256.2047189999998,1163.392337,1032.2564869999999,935.5857208999998,881.4581162999999,825.1899179,770.2356707,721.7619881,687.8312778,665.9415821,619.5916139,598.9595598,580.6244017000001,550.0727659,537.6803455,529.829116,517.6598704,508.9022752,497.6779461,496.7563305,489.8099643,505.5621227,1549.1987550000001,1425.2995349999999,1315.5942810000001,1209.315786,1133.455229,1063.0494800000001,982.6482808000001,902.8429286,794.8343367000001,715.3950115,668.893254,621.2087154,574.8065056,534.009998,503.07034369999997,480.5838841,440.5863483,418.6841698,397.1358086,367.47075060000003,350.75345919999995,336.34209269999997,318.95206989999997,305.4114671,290.93501729999997,282.7262515,272.0335565,274.74402460000005,952.8072678999999,858.0306337999999,799.0655557,728.9188077,694.0411882999999,663.9650224,628.2589956,597.233998,525.1789121999999,483.6792311000001,454.0429386,412.2023267,377.52131099999997,354.86615739999996,336.7400652,333.07669599999997,307.7526353,297.66956489999995,291.8568517,277.1664034,269.72868950000003,270.94522939999996,270.3773512,269.4350399,264.6608841,257.78957760000003,250.8346003,249.46689750000002
LSO,1705.322784,1679.534782,1652.701451,1632.7479449999998,1606.6146939999999,1604.712575,1628.704202,1666.059659,1713.464512,1760.628134,1819.9780440000002,1865.0061260000002,1860.31715,1834.2041359999998,1793.73932,1719.1931510000002,1627.096238,1544.596926,1461.162502,1362.2664630000002,1273.5548039999999,1227.52853,1185.785397,1141.2735369999998,1108.744009,1085.920635,1050.199382,1024.1929910000001,1323.003724,1302.859034,1281.722284,1265.898461,1245.248279,1243.3365039999999,1261.4716449999999,1290.0293960000001,1326.235344,1362.287715,1407.717759,1441.324816,1436.547004,1415.6384970000001,1383.9412029999999,1325.248445,1253.253841,1188.791461,1123.890908,1047.380311,977.8243787999999,941.2992037999999,908.1593965,873.0761869999999,847.2391635,829.0291275000001,801.1389526,780.9189204,1166.336644,1147.970408,1129.805778,1115.909384,1099.734183,1096.8256689999998,1108.765434,1131.648934,1163.969123,1197.175,1242.963946,1273.006642,1276.790818,1268.6573740000001,1249.616202,1210.363415,1158.907524,1115.364161,1072.412857,1009.5320949999999,955.6628757999999,930.5501559,906.7222502000001,880.2461089999999,860.2237014000001,842.9581322,814.1718734,793.26337
LTU,9.366033162,9.66562055,9.010312512,8.507417861,7.782065824,7.002713748,6.012166606,4.796130471000001,4.223453006000001,3.558369258,3.4206661919999997,3.3043879460000003,3.058360888,2.8740185639999996,2.690341488,2.525610815,2.498747694,2.610729563,2.761045854,2.704784244,2.86282474,3.121106616,3.2819795039999997,3.4524789680000003,3.6672287860000004,4.149338833,4.532303292,4.048682034,7.035040785,7.233251532000001,6.663935098,6.216987443,5.657506908999999,5.06839269,4.33261786,3.439828432,3.007997933,2.50736558,2.389041302,2.29717899,2.117226781,1.974366995,1.830353266,1.7049863680000001,1.7061142180000002,1.7875261040000001,1.888358119,1.85404527,1.9641985069999999,2.082527673,2.136349725,2.1978923480000003,2.309024977,2.598302412,2.826428235,2.51121125,8.750428014,9.020768047,8.907037892,9.142994677,9.288660595,9.158566126,8.766657878,8.532860112,8.684374059,8.508071057,8.513887939,8.619221872,8.612545217000001,8.746911904,8.959351195,9.469615699,9.780875501,10.02473126,9.472719426,8.543453787999999,8.118659648,8.050259033,8.039059296,8.33605888,8.171644031,8.478929209,8.620444032,8.331899168
LUX,0.20291688,0.20624329800000002,0.20548288,0.197002884,0.186613059,0.18197308,0.180412412,0.17568895699999998,0.17425085399999998,0.178520337,0.187585678,0.192392526,0.21187445100000002,0.23158214600000002,0.248519689,0.268719505,0.293001026,0.31753128199999997,0.335421841,0.357515355,0.37506737700000004,0.373526928,0.37938449799999996,0.389871509,0.38920746,0.40804212,0.405142304,0.414879134,0.142109614,0.138479737,0.139460773,0.135133217,0.12922921,0.12730699,0.127677475,0.125746393,0.126019198,0.13101729,0.13945184,0.14554376300000002,0.146207214,0.15813635199999998,0.167418147,0.178135436,0.190549067,0.2026805,0.21034997600000002,0.220858954,0.228414623,0.22421244899999998,0.22497933899999997,0.22704339899999998,0.223108074,0.231170669,0.22785588399999998,0.231628928,0.561541498,0.5620917529999999,0.5721374370000001,0.577713057,0.572090423,0.592077169,0.6271319989999999,0.656884851,0.6805884990000001,0.721880912,0.7523284790000001,0.7904359009999999,0.847443589,0.8822888759999999,0.89547161,0.9284785640000001,0.952334528,0.974106556,0.991249035,1.026574474,1.057192144,1.064005145,1.090298085,1.109702975,1.123640052,1.189657555,1.199111277,1.2410837959999999
LVA,5.819891376,5.875132197,5.991062162,6.451247969,6.439940003999999,5.472029501000001,4.552330727,3.795649753,3.917710299,3.28733444,3.092701504,2.982903148,2.534681509,2.097109595,1.85320472,1.7694751569999998,1.781036992,1.8030136890000001,1.592467734,1.532037853,1.614731287,1.61557206,1.645725546,1.79285001,1.8354571869999998,1.858690573,1.7520854869999998,1.677991056,4.417390908,4.408659564,4.43370122,4.70437005,4.64297114,3.916371142,3.24782089,2.704071668,2.788235882,2.333736278,2.188825613,2.100944406,1.769539861,1.4474224080000002,1.261533988,1.187910703,1.191582401,1.188969641,1.03499242,0.985448036,1.034037864,1.013584155,1.015637518,1.088412336,1.106861617,1.114262687,1.042179496,0.988214206,7.914558649,7.982493964,8.297844324,9.225968667,10.00763115,9.444006754,8.027476096000001,7.468732983,7.620308304,7.350952246,7.316574264,7.48706498,7.473259405,7.251644009,7.069441436,7.203983964,7.155300013,6.464228212999999,5.67878458,5.255237738,5.032003329,4.887875785,4.808412015,4.899441813999999,4.717853885,4.597531797,4.560068863,4.498540364
MAR,8475.615604,7542.1343,6759.105906000001,6114.857115999999,5530.350805,5037.3760950000005,4563.164996,4151.271045,3772.4094170000003,3448.154053,3179.268118,2909.4215,2692.958732,2481.219232,2269.287805,2076.184221,1852.454886,1645.6026869999998,1490.751387,1403.9836890000001,1282.0259640000002,1172.363312,1027.621341,910.7998627999999,864.7722877,787.9630462,724.6739916,694.379828,5174.806759,4563.2793280000005,4104.089497999999,3716.647672,3352.1003530000003,3055.748545,2747.30885,2463.371528,2202.726691,1983.383425,1808.503578,1650.395456,1525.044096,1398.0165279999999,1254.458017,1121.449583,965.3245857999999,817.2590982,699.4999027000001,612.8479697,536.5321014,469.3781928,393.6670691,336.0433139,308.385384,270.93627010000006,241.1725363,224.7315196,4113.2176549999995,3661.4989909999995,3287.706965,2985.0518,2707.272673,2471.933286,2239.169387,2042.0639989999997,1856.5567420000002,1699.301607,1565.592984,1438.7173050000001,1338.460959,1243.384891,1148.6944119999998,1060.98462,965.6798087999999,874.055985,805.6065179999999,761.0678464,705.5994306,658.7971472,601.1636563,557.1061569,538.873454,505.5098961,478.09729330000005,462.46750360000004
MDA,74.70635374,62.3424927,54.99028158,48.5277828,46.01817766,40.45114116,36.5915898,33.31613155,29.92134084,27.83868151,27.2269279,25.61945315,22.52633796,20.28239774,17.759684600000003,15.55017591,13.16592877,11.69791432,10.66112979,9.949661274,8.990364554,8.294401959,7.430514625,7.223676041,6.615414005,6.3981499479999995,6.251176622000001,5.818296903999999,61.09328708,50.88314339,44.82604187,39.50611793,37.43266615,32.88670628,29.76409181,27.12829974,24.40924803,22.76515739,22.32167718,21.08599449,18.60205971,16.80881647,14.76934125,12.977424099999999,11.14695813,10.01222062,9.233649172,8.723775015,7.973988915,7.346345125,6.568933172,6.354373207,5.80946201,5.609364406,5.465451388,5.06867198,84.00541779999999,76.34918041,71.02028063,68.80100897,72.82697040000001,73.9404774,71.26105179999999,67.53008575,65.29903478,66.30795471,67.30103313,65.57000627,62.97323647,61.34149832,59.57015979,59.32038388,55.07919693,50.68647829,46.29766692,43.11908914,39.44788333,35.14096843,33.33282526,31.89716669,32.06343388,31.95420332,30.49473264,28.58343705
MDG,18817.67061,18683.65901,18458.78723,18411.24381,18222.00581,17901.30656,17523.40381,17062.72349,16489.90865,16549.08075,17307.433569999997,16043.11159,15566.621469999998,15632.45161,15678.40475,16466.856359999998,16790.55059,17182.812980000002,17919.82011,18616.25858,18662.452690000002,19171.56309,19280.640330000002,19079.063290000002,19384.196659999998,19393.14602,19239.58795,19564.47249,14880.94566,14777.611630000001,14602.279569999999,14568.73851,14424.491080000002,14177.69212,13883.46283,13523.504809999999,13074.90682,13125.407809999999,13729.94847,12736.50935,12369.66773,12434.52102,12486.852859999999,13131.13724,13407.615609999999,13740.235680000002,14351.118,14910.40362,14949.7135,15362.060769999998,15456.281069999999,15289.168619999999,15533.37095,15538.37971,15412.461440000001,15674.02116,12487.767,12474.32545,12419.99015,12497.11278,12414.12121,12279.15186,12090.3171,11842.2722,11536.011840000001,11511.6719,11845.77721,11107.19174,10806.965,10802.146509999999,10791.62909,11244.01655,11434.8365,11675.0964,12148.6833,12617.493129999999,12669.821890000001,12998.361420000001,13022.20839,12897.139140000001,13099.09174,13104.31182,13006.90874,13184.45885
MDV,16.44691436,14.66501387,13.05322327,11.68347399,10.4205826,9.204762489,8.467657846,7.957307363,7.095260549,6.38464354,5.760476307,5.021357357,4.399684199,4.016587061,3.787687139,3.6835321569999997,3.7502277569999998,3.596039215,3.3929559769999997,3.1716414810000004,3.044200211,2.949893112,2.756987992,2.646544959,2.605007709,2.615596755,2.616034221,2.741948649,11.93100444,10.54443114,9.290530562999999,8.224686873,7.2562708989999996,6.3361790220000005,5.722741106,5.238695396000001,4.532556098,3.96157142,3.477287198,2.947404373,2.5114749769999998,2.222699488,2.03075566,1.925681376,1.8987767180000001,1.755259272,1.5844348590000001,1.4163426069999998,1.303105296,1.205574612,1.075974003,0.989711247,0.936148668,0.9063958529999999,0.8761246570000001,0.8923917029999999,9.696280089,8.834211565,8.030271769,7.308193898,6.653154936,6.065150943,5.696450952,5.4737466239999994,5.033954776,4.6053727360000005,4.257563708999999,3.876905137,3.529179005,3.2897550630000003,3.141794107,3.051652911,3.0059755089999998,2.84329652,2.6441339680000002,2.402684669,2.238708673,2.107818752,1.974552481,1.909953356,1.850173146,1.818973606,1.796301566,1.8167755719999998
MEX,13763.04716,12635.67643,11332.5668,10020.08915,8449.08721,7365.320651999999,6303.787379,5476.268086,4794.06423,4166.8426469999995,3723.740904,3398.784806,3129.269391,2867.863288,2558.662089,2325.899104,2097.080828,1937.9818879999998,1859.121074,1826.09921,1774.49973,1741.9513,1729.9435850000002,1735.7948039999999,1724.7260190000002,1721.1717429999999,1706.95343,1741.341968,10182.988879999999,9459.076206,8582.586469,7661.160973999999,6530.769872,5768.256901,4989.468134000001,4341.210157,3785.704722,3202.184484,2765.899996,2419.571577,2133.988247,1905.021636,1654.503553,1456.342058,1280.454952,1163.118981,1100.858782,1080.9914820000001,1051.992983,1024.3506320000001,1013.121684,1015.4369550000001,1007.6458240000001,1003.577551,987.3933058,1000.457584,5371.939329,4993.01836,4573.094851,4124.10486,3581.681954,3202.023955,2826.275757,2519.3445070000002,2249.482257,2000.9834019999998,1810.6399420000002,1675.466354,1574.462551,1476.006295,1357.0004900000001,1275.04018,1188.627647,1132.941747,1126.981641,1144.71707,1137.1983050000001,1135.610242,1147.068549,1169.016569,1182.162995,1179.6688869999998,1185.989606,1207.638739
MHL,3.0780239739999997,3.004551345,2.957096712,2.917755188,2.91005521,2.8931914180000002,2.8696992530000003,2.813705223,2.7812901180000003,2.674117743,7.306602402999999,2.421345921,2.2947118630000003,2.207265956,2.096138002,2.007915825,1.893983206,1.794890871,1.682562326,1.588067084,1.5142790469999998,1.431447401,1.3536634840000001,1.286148021,1.226615255,1.1895592190000002,1.156534416,1.166944569,2.253969721,2.1831015369999998,2.13115302,2.085988238,2.062657289,2.030737153,1.9985862630000002,1.936308075,1.901550075,1.818069132,4.928480315,1.620227809,1.5222140780000002,1.453438265,1.36908321,1.30054449,1.203155556,1.116085427,1.010949918,0.941487637,0.885668879,0.8257085190000001,0.76873933,0.719490462,0.6758932540000001,0.645427777,0.618047883,0.6168232339999999,2.336107579,2.262703646,2.19738993,2.12623517,2.066729925,2.011712394,1.9721190530000001,1.877733017,1.833453507,1.762438401,2.803645738,1.595771365,1.5073779969999999,1.438873628,1.3535630490000001,1.27565089,1.210175048,1.143893222,1.044238832,0.997499902,0.9580725940000001,0.926574971,0.893170215,0.871514868,0.841944661,0.8177521059999999,0.790948278,0.781616815
MKD,88.93995536,83.38208044,78.41621425,65.56126826,60.2410877,48.09455303,34.48170935,26.29031529,21.60987837,18.03338414,15.26377378,11.63532451,9.286600968,8.062280885,6.164939835,4.902715227,3.870988343,3.323923122,3.1761423239999997,2.884602829,2.427588659,2.338900036,2.4889633559999997,2.39135382,2.401272559,2.434748697,2.605298068,2.43355817,50.80385754,47.21900794,44.14925642,36.81625875,33.65053154,26.60361806,18.82613297,14.07478786,11.33832218,9.268127411,7.7737832010000005,5.837551985,4.535362383,3.819939383,2.843890805,2.215650655,1.7491715,1.503835279,1.437137139,1.309984072,1.106060211,1.042566651,1.068881103,0.990871675,0.975614013,0.973687636,1.025327592,0.947036251,10.65950041,9.835366732999999,9.20014804,7.678887777999999,7.033083797000001,5.73540017,4.331291994,3.496684035,3.0364262089999996,2.585175914,2.316819415,1.978007619,1.7519937819999998,1.6266191380000001,1.400690005,1.277562994,1.200097567,1.1554808970000001,1.131411967,1.116264658,1.050897428,1.038856772,1.0797494429999999,1.048012607,1.045561847,1.086490815,1.147158785,1.1129882070000001
MLI,19945.86627,20016.323119999997,20145.496919999998,20131.98991,19919.38303,20226.158069999998,20511.30794,19537.437319999997,19207.0777,19144.58091,19058.85302,18342.75961,18602.53757,17836.09927,16999.84254,16209.74326,15374.073359999999,14347.80279,13850.073569999999,13219.49086,12430.994059999999,11890.02771,11496.99157,11225.9624,11216.69221,11580.603659999999,12710.78947,12923.2201,15301.45425,15348.47934,15440.85239,15419.89183,15246.8115,15472.90905,15684.64037,14930.97574,14671.49887,14622.65301,14559.801430000001,14009.935590000001,14209.7188,13626.516759999999,12993.51936,12393.26942,11758.58437,10976.762270000001,10599.031009999999,10118.90553,9519.705032,9109.847995,8811.857717,8609.238349,8607.056416,8888.040693,9754.665996,9918.904782,12025.37463,12048.812,12097.485990000001,12061.32513,11904.77247,12038.90821,12164.10873,11628.31342,11430.322090000001,11389.02835,11332.28983,10920.78543,11112.06119,10680.729790000001,10216.30273,9779.904375,9364.90445,8821.228207,8599.979278,8294.844095,7872.503695,7561.152298999999,7365.144337000001,7234.501061,7258.535043000001,7509.612544,8246.446987000001,8346.082498
MLT,0.050802930999999996,0.051464017,0.050375414,0.046830857000000004,0.043847610999999995,0.041983487,0.040170173999999996,0.038128645,0.037544199,0.037469717,0.038591247,0.039366836,0.042109614000000004,0.046739304,0.051548024000000005,0.056797865,0.06228345,0.06775017400000001,0.072200713,0.076202544,0.078815027,0.079572238,0.082108153,0.083784487,0.08604796599999999,0.091431124,0.090874444,0.090770596,0.056176395,0.055210576,0.05499654,0.052102367999999996,0.04990381,0.04908886900000001,0.048392471,0.047275884000000004,0.047760738,0.04873978599999999,0.05115582,0.053275425999999994,0.051680567000000004,0.05636683,0.061071111,0.06612306,0.071364632,0.076566384,0.08040826,0.083787677,0.085417748,0.085005353,0.086602157,0.087199568,0.088401334,0.09277292699999999,0.091007924,0.08959161300000001,0.511219881,0.524016106,0.549462682,0.558851596,0.581480059,0.618618777,0.64486197,0.6782392079999999,0.714973967,0.756396262,0.797429727,0.831220478,0.8206732590000001,0.8223106,0.821510695,0.829464212,0.828494765,0.8394938340000001,0.85026313,0.862642233,0.865314989,0.88174902,0.918642785,0.944819038,0.9675076990000001,1.020613568,1.07153704,1.106196584
MMR,17918.4872,17539.680959999998,17043.52967,16590.62501,16002.84045,15458.85159,14718.488169999999,14091.699059999999,13679.325340000001,13402.28543,13074.41023,12776.18983,12521.03835,12330.2032,12141.91343,11725.223240000001,11182.32142,10598.65093,10125.30648,9532.617562000001,8971.166498999999,8416.658595,7980.6346140000005,7546.081690999999,7172.828809000001,6782.877552,6495.163732,6549.454225,14150.5932,13860.03368,13476.10454,13122.2749,12658.372229999999,12226.95194,11640.6051,11139.93843,10809.746070000001,10583.43627,10314.48269,10057.30644,9833.06216,9654.571817,9460.831952,9082.029359,8596.909896,8075.913323000001,7631.745046999999,7096.316056000001,6588.137539,6079.44117,5651.026879,5231.522336,4859.064353,4485.073004999999,4202.974527,4154.676504,10689.87291,10532.35212,10293.95538,10055.59492,9748.089490999999,9458.056601999999,9126.803626,8806.856866,8568.416522,8355.603090999999,8096.858465,7838.2814069999995,7594.910497,7383.782736,7163.8210739999995,6826.833075,6446.615709000001,6042.695178,5712.916629,5353.61079,4996.862147,4723.221717,4523.984231,4357.8051479999995,4172.145977,3979.148397,3814.1677240000004,3764.979264
MNE,0.8932870490000001,0.8451710040000001,0.8558176590000001,0.868203927,0.885961911,0.8756540559999999,0.8681893629999999,0.8514097070000001,0.8191614359999999,0.781012231,0.7599276979999999,0.725408112,0.669061231,0.611430163,0.551402356,0.508569458,0.47461326600000003,0.44623313299999995,0.435356643,0.424669499,0.41046792200000004,0.38775204399999996,0.384104612,0.3793873,0.37221598100000003,0.35506619700000003,0.351607977,0.350340541,0.23583367100000002,0.22040333,0.223262512,0.229521699,0.23718604399999998,0.236306275,0.23357671600000002,0.226875004,0.21436655699999999,0.201425159,0.19162120000000002,0.177634995,0.158341533,0.139384414,0.12097273,0.107664751,0.09656075800000001,0.086666239,0.080428282,0.075130564,0.069661618,0.063086756,0.060140579000000007,0.057201409,0.054773172,0.051069844,0.049562645,0.048509098,0.61190893,0.585777671,0.598301298,0.614693072,0.6322242770000001,0.642384803,0.6560484679999999,0.668773123,0.66510001,0.658648937,0.650309655,0.63252486,0.614395376,0.601198269,0.586180344,0.583569632,0.566872965,0.544172756,0.527625632,0.50836166,0.49848829,0.497656786,0.501800047,0.5074237620000001,0.507246373,0.50615264,0.507488056,0.507556816
MNG,90.37983273,78.65089273,68.62401739,60.82088657,54.82235425,50.04461146,53.97783532,42.313708399999996,39.258506700000005,36.77181537,35.870797100000004,33.56558256,31.82320642,30.20708957,28.64682279,27.47290916,26.37198571,25.52835684,25.00689861,24.68486494,24.26056038,23.40993959,23.06435069,23.08981476,22.8983109,21.65366448,20.77701476,20.62649377,84.04215959999999,72.96585245,63.46328157,56.02469604,50.26031304,45.69175601,49.11013298,38.34923855,35.47805595,33.15848284,32.30113759,30.11176796,28.44852694,26.93582172,25.50856219,24.46029488,23.53947148,22.77895506,22.30733843,21.96466158,21.52414001,20.71731799,20.34618292,20.30220181,20.07477195,18.92264492,18.14824024,18.00937988,223.5986264,205.93227040000002,192.17393969999998,181.24575090000002,171.9721384,163.045491,156.7923257,146.323799,137.4453107,129.4125698,122.0268024,111.81092109999999,103.3733278,95.95361103,89.81543734,84.43906152,79.00844907,74.23388414,69.75645944,66.58719823,63.11641756,58.99813543,56.25948517,53.92080318,51.14470407,46.55506032,42.77210477,41.22880398
MNP,0.14330618,0.145976695,0.146444317,0.14588911300000001,0.146096645,0.148590426,0.15326799800000002,0.158236936,0.166087442,0.172417735,0.178837825,0.186875586,0.19534148699999998,0.199683465,0.204672679,0.21148915,0.21922110399999997,0.224461309,0.225351314,0.22871720899999998,0.23215026800000002,0.23747834199999998,0.24164638100000002,0.24487990199999998,0.247554141,0.25279162,0.258466454,0.264947261,0.034666143999999996,0.03389897,0.03294891,0.03225657,0.031854339,0.031895223,0.032407463,0.032322378,0.033556023,0.034257773,0.034376977999999996,0.034827852,0.035900209,0.036431394,0.037108848,0.038468179,0.038957986,0.03887279,0.036716318,0.037718899,0.038701898,0.039992302,0.040912816,0.04156293,0.041977575,0.04261499,0.043278743,0.044064726,0.121397416,0.122208156,0.120330566,0.11752884599999999,0.11571497300000001,0.116448543,0.120126022,0.12262025800000001,0.12880418800000001,0.135520994,0.13676669,0.137333054,0.135026722,0.13093731,0.127711205,0.126590034,0.126917064,0.126203832,0.124324819,0.126798037,0.129345751,0.135227772,0.141359701,0.149207075,0.154383813,0.160045482,0.165317586,0.17019060800000002
MOZ,16680.42632,16811.646719999997,17200.08616,17003.26346,16451.699230000002,16389.74827,15742.355230000001,15340.446869999998,15722.8776,14975.70761,13483.99374,12591.65934,12126.614520000001,11342.40767,10912.70265,10617.38746,10929.41704,10773.9442,10898.89199,10637.18065,10148.07194,9459.233668,9190.008318,9030.726099,8913.545205,8952.480349,8852.239648,8984.155174,13023.23489,13124.434229999999,13432.822680000001,13278.34069,12847.7599,12799.16411,12288.829590000001,11970.86477,12267.22071,11679.70776,10512.71756,9807.370093000001,9435.887157,8816.76327,8473.695581999998,8233.888706,8461.752284,8325.790738,8407.389395,8191.751743000001,7807.837928,7272.676404000001,7059.0838,6930.312566,6836.6089010000005,6859.272163,6774.722416,6869.588581,12296.59412,12302.397009999999,12472.56763,12311.86458,11936.69157,11824.275959999999,11378.31054,11057.24447,11156.36165,10684.60876,9829.63316,9228.994036,8879.59634,8372.826717,8069.972718999999,7864.782137,8071.686092,7969.300812,8029.622006999999,7833.400377,7504.863847,7071.128425,6901.257390000001,6770.79338,6701.590840999999,6721.480773,6652.4612130000005,6701.556132
MRT,2956.045612,2958.502506,2945.976934,2930.7232440000002,2919.086142,2896.550937,3107.958229,2983.3667370000003,2995.7605489999996,2946.15794,2870.958045,2758.785415,2622.624123,2465.159596,2279.5430530000003,2278.0362170000003,2077.775427,1916.3269940000002,1757.9218629999998,1642.442798,1509.968059,1426.15283,1366.7089349999999,1320.524974,1269.295108,1238.392911,1222.467445,1219.7522789999998,2319.256411,2321.8969629999997,2312.813711,2301.304879,2292.783702,2275.788975,2442.751927,2344.8710730000003,2355.0385760000004,2315.557162,2256.4353760000004,2165.450112,2055.388311,1929.0501980000001,1780.7665969999998,1776.3246,1617.343613,1488.513289,1363.891426,1272.816951,1168.426952,1101.9785279999999,1054.270847,1016.797153,975.3870629,950.3193069,936.8206322999999,933.4245629000001,1763.037534,1761.44725,1752.104961,1741.00857,1733.523761,1719.136525,1827.937806,1765.020232,1771.5820620000002,1744.220897,1705.644332,1650.007241,1578.927197,1494.740575,1396.3873130000002,1393.676772,1288.3706789999999,1201.177713,1114.493407,1052.272454,978.6058141000001,931.5103467,900.8928343,875.2009944,844.6457197000001,825.8931746000001,814.6331352000001,810.7938795
MUS,27.96511337,22.12296237,19.50702223,16.17812631,12.90015944,11.180491499999999,8.920434869,7.2725010160000005,5.5921010870000005,4.843163527,4.508798509,3.998009236,3.689049,3.454518072,3.721425978,3.9665292689999996,4.58031853,4.613410157,4.89692801,5.082660011000001,5.1604217619999995,5.156468027,5.545927239,5.416698819,4.983813045,4.799931135,4.773517029,4.8653644069999995,28.74485075,22.56032022,19.7155529,16.14263316,12.66880175,10.79921481,8.471315553,6.8182470770000005,5.248501963,4.592008798,4.291904328,3.7599182589999995,3.4308017110000004,3.179398009,3.219700089,3.248458701,3.569415875,3.432343514,3.453959109,3.421827374,3.35261467,3.219245255,3.252005683,3.026982062,2.700255363,2.536634014,2.487216929,2.505636844,6.989385473,6.261009365,6.012585081,5.606682946,5.139211369,4.762018475,4.254734351000001,3.915141272,3.412541263,3.1540532889999997,2.917412901,2.725846971,2.606361381,2.4442505430000003,2.465043971,2.523677514,2.590761548,2.506821885,2.564432643,2.690912895,2.73519824,2.7882401939999997,2.99417945,3.071778003,3.0787714239999997,3.08134671,3.087453958,3.13771544
