,Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Unsafe water source (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),Poor sanitation (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths),No access to handwashing facility (deaths)
COL,2665.569954,2801.890548,2716.496971,2422.263925,2287.424579,2154.248978,1979.6934370000001,1814.22615,1663.443475,1484.968488,1369.1503519999999,1259.889772,1242.318892,1156.747003,1058.209095,958.04741,879.856866,803.7814377000001,720.8656967999999,664.7389849,591.274069,523.5304530000001,495.2020324,487.92077,495.5787476,505.6014154,509.0503493,520.1231751,1413.139643,1514.1574150000001,1493.177823,1345.073052,1273.925816,1198.6529050000001,1089.151235,983.2226837999999,891.2367204,782.8287701,704.1689144,619.6425113,577.0715701,503.6828534,429.44659519999993,365.5012122,315.9007642,271.120878,229.68719610000002,201.79865690000003,170.9927262,144.48743340000001,131.029776,124.08307140000001,121.279991,119.17076770000001,116.4809504,116.5680072,1160.654403,1199.656099,1166.542494,1068.5812429999999,1019.1013929999999,970.3516969000001,905.5134114,830.7599021000001,763.08863,700.2278422,657.4545969999999,626.3903443,630.7030864,604.7705506,576.7958848999999,545.5212736000001,522.6964866000001,489.6296712,458.86645719999996,441.9874754,412.32255180000004,381.0930022,370.9096751,366.66884530000004,368.37093369999997,375.88412999999997,377.4928372,382.40000499999996
COM,484.26953269999996,464.6354446,451.65034979999996,442.1442709,436.65143330000006,431.7986922,431.9443678,437.97191280000004,514.3488818,498.0853987,543.4150139,445.2832113,456.5363625,395.1179556,373.19012549999997,350.9032982,337.9242497,346.78301669999996,307.8135376,291.20536949999996,274.8344512,260.4155586,245.22365930000004,230.1932929,225.1980332,219.4569044,215.68037489999998,219.3140577,377.3097272,362.0857786,352.1977068,345.00860960000006,341.0208696,337.4363588,337.7223013,342.4859356,402.29382069999997,389.6070336,425.0303281,348.1125144,356.7921795,308.6943956,291.7157578,274.4622905,264.5210228,271.76300560000004,241.46137090000002,228.63123769999999,215.9068744,204.77552319999998,192.9916468,180.9877886,176.9452086,172.2638679,169.17302969999997,171.8446847,346.35391380000004,333.9242943,325.29552989999996,319.1967517,315.59090160000005,311.9044229,310.64811069999996,311.62537169999996,349.6374733,338.0993831,358.52405239999996,304.9091517,308.58193839999996,274.1513888,260.7657707,247.16202149999998,240.39709469999997,244.36074190000002,223.6473109,213.9415145,204.1365666,195.3183243,185.6470875,175.66639640000002,172.605635,168.64497269999998,165.8378895,167.7830401
CPV,209.4121283,196.65298719999998,189.1093186,177.63806499999998,172.3300481,343.3524163,127.0704598,107.7196409,96.56670831,88.23581886,78.75886623,70.76238763,63.63894811,56.04525764,49.74767039,44.30346705,40.81322133,36.80125322,33.64525683,31.28176693,29.79247652,27.86054629,26.28131283,25.38826434,24.69598715,24.03245881,23.73461303,24.149524300000003,161.06229430000002,151.1767181,145.32835559999998,136.4523039,132.2845721,263.5338661,97.34686603,82.40659411,73.72136386,67.16559724,59.73782877,53.43612397,47.8198338,41.88515299,36.9513609,32.68684211,29.88906113,26.69648442,24.08755114,22.08954238,20.74225653,19.15983074,17.85092437,17.04708171,16.39833299,15.772707,15.41534055,15.54555484,132.3618365,125.5005415,122.0583628,117.17753290000002,116.00097020000001,205.8223163,97.6338554,89.46468475,83.70296767,79.55547787,73.31389253,68.46910394,64.23191111,59.39512698,55.39223596,51.95978458,50.0781725,47.44216972,45.48876587,43.95551868,43.3184999,42.29733189,41.90377326,41.64498098,41.581251200000004,41.32596499,41.59897764,42.07232067
CRI,76.35674134,69.11795114,63.81737098,61.68393978,63.22855738,64.50816116,61.34638766,60.31583664,57.09168886,53.08418708,47.896840600000004,47.19544677,44.84925536,43.669689500000004,42.18901962,38.92445232,36.74838831,34.19128549,33.09608798,34.93230305,36.85140996,36.07283413,36.76022098,37.14819563,37.43380884,36.36928275,36.59459961,37.37146849,40.74669856,35.37335352,31.37165409,29.24014057,28.86475273,28.33295416,25.70848219,24.000294699999998,21.42235008,18.51620929,15.49048437,13.63842516,11.60053916,10.06674679,8.58562382,6.990070439,5.79888367,5.023886376,4.4166450489999995,4.5316644219999995,4.655426245,4.430318536000001,4.442048422,4.45598246,4.467208066,4.290271407,4.27725386,4.237475774,56.31558809,53.30411688,51.26800128,50.63319416,52.30688735,53.75564868,51.18702326,50.4399917,48.38479123,45.42469707,41.05005902,40.35237527,38.78511995,38.27415036,37.54734095,35.27030822,34.43019689,32.49319914,31.94948276,33.00660219,35.79256506,35.56885225,36.35885924,37.16933453,37.7827215,37.69694071,38.91026662,39.81137902
CUB,367.4126126,396.3318902,434.7499754,489.84637069999997,513.9264559999999,507.89336669999994,470.14570360000005,423.59167970000004,379.4827644,327.51710210000005,271.871312,244.34555559999998,218.375928,206.0864512,200.3475632,201.05597419999998,182.515552,177.1960097,184.579205,188.6591674,198.1825945,196.1681544,202.4212586,209.3875375,209.3249719,202.9324861,204.63657080000002,206.0033326,203.76654299999998,214.5870944,232.3379227,260.859549,273.82832410000003,271.35465960000005,252.0755856,227.31813030000004,202.69627419999998,172.92629780000001,141.7008706,125.5412649,109.8022949,101.34116999999999,96.51790284,94.15714129,83.15290516,80.31321819,83.99233248,85.72054613,89.53956724,87.05208935,87.58645908,88.64200423,87.5270115,83.04870959,81.0326422,79.42369542,242.0810261,250.52849750000001,269.44583650000004,297.8464738,314.81175110000004,317.98364689999994,319.39893670000004,319.0213942,316.7517527,311.1339118,298.81865689999995,301.2944295,279.4345547,276.7688897,275.0118145,269.0026153,243.49245130000003,235.7966753,239.1094435,237.3377327,237.8035484,229.8188358,233.3670122,239.2897035,246.33299069999995,254.6053378,251.4590184,249.8411816
CYP,0.789017794,0.7673967140000001,0.722978595,0.655543039,0.610036234,0.5753857529999999,0.562715714,0.560188927,0.541504955,0.529645182,0.532979165,0.529146555,0.543650585,0.55241535,0.554313488,0.558924086,0.575361036,0.600554571,0.632682431,0.689005753,0.760385593,0.824868391,0.895067425,0.975885071,1.0419084859999999,1.091385429,1.119109965,1.162573215,0.804005064,0.7483213559999999,0.696210842,0.62499356,0.57704347,0.539220131,0.521851707,0.511405055,0.488643427,0.473883729,0.465737998,0.447160591,0.40139584799999994,0.38682324700000004,0.368194619,0.35289915899999996,0.346769713,0.346556066,0.350088754,0.368304564,0.394121231,0.41705404100000004,0.44425782,0.47567127299999995,0.503876381,0.52770056,0.5436697229999999,0.566744212,1.150147461,1.169390758,1.178973256,1.167497252,1.171397424,1.19578217,1.2586476770000001,1.349562071,1.389186593,1.406672322,1.430952442,1.423801901,1.417867886,1.406057672,1.38018117,1.330377493,1.294986194,1.273199348,1.248984268,1.256972919,1.271812057,1.296146071,1.33696455,1.396259268,1.4646175119999998,1.53183138,1.5894476080000002,1.662713195
CZE,7.093632724,6.072581564,5.772560328,5.112429393999999,4.8844453439999995,4.11754179,3.665797893,3.658939108,3.2879279830000003,3.048938255,3.099458002,3.317135567,3.491909555,4.1129827919999995,4.829210106000001,6.224157979,8.06827393,11.48553497,15.8605842,21.02158659,28.161436,38.87431566,48.71283386,55.46482593,59.30681027,62.13973314,60.37047739,52.54709069,1.041236912,0.8509373490000001,0.761261265,0.61576552,0.5308614629999999,0.414893487,0.35245456700000005,0.339829547,0.295425358,0.26515815800000003,0.261715205,0.27204103,0.275984987,0.31885246899999997,0.36794063299999996,0.468448308,0.61303234,0.87984144,1.224806262,1.6374242909999999,2.2110011419999998,2.973526782,3.622477932,4.022409488,4.298800808,4.501371861,4.3562076119999995,3.759241813,14.44367857,13.98306391,13.62730031,12.99776309,13.024307199999999,13.55151509,13.15531257,12.89191407,12.13713991,12.17304949,12.30095268,12.17260462,12.3162769,13.00705763,13.04522753,13.89917547,14.28355851,14.94365601,15.95764898,16.9814237,17.97038201,19.27936991,20.63906986,21.56377173,22.11798199,23.24496671,23.35365426,22.41095466
DEU,40.66714032,39.19798519,36.71166507,32.95906508,28.12800095,24.07274135,21.88981151,20.92120935,20.59222941,21.34796798,22.57827466,24.21263327,29.08413407,36.66160192,44.79233811,55.130257900000004,66.96589609,81.29614544,95.43867305,107.7532949,115.842876,118.4482074,121.18648329999999,126.3770178,125.1877027,128.8971784,123.5422172,116.63791859999999,36.34494119,33.14539137,31.34682872,28.61992681,24.94319938,21.94733728,20.60714188,20.41115492,20.806463,22.23738712,23.93835362,25.90228421,28.11872116,34.89819864,41.95393661,50.73568455,60.52611563,72.13968486,82.97946466,92.26537864,97.49260161,97.70721011,98.25367767,100.4064918,97.76310227,99.37295151,94.16101963,88.07582295,114.59246200000001,110.98340300000001,107.6559155,107.3037061,107.0181436,107.4336497,108.45373059999999,109.61226840000002,112.1728908,119.07593159999999,125.21054309999998,129.0369301,137.2180822,147.1801267,152.98653269999997,164.7606124,175.8005797,190.9704924,206.1914978,220.4279082,228.4242076,232.09083990000002,235.74423,244.6203548,243.40147050000002,255.9864207,255.5683962,249.27970630000002
DJI,382.61229810000003,399.30516939999995,404.6700914,481.89361039999994,420.8699221,413.6382601,410.0976744,445.1065754,396.4119847,380.72038010000006,396.8396581,352.10838110000003,336.109727,325.8117403,312.9879127,296.1438787,290.4679244,289.1551545,255.44201780000003,245.6518426,252.42762740000003,230.5595429,221.64833959999999,214.9511988,205.5101533,199.58975149999998,201.9163676,203.6109406,293.0380182,305.7842534,309.9456742,369.178923,322.6094911,317.08979910000005,314.4358097,341.3290756,304.1381613,292.25097719999997,304.66242630000005,270.300233,257.6835706,249.01801830000002,238.28588330000002,224.62312819999997,219.6814891,218.59372259999998,192.8563567,185.1940983,190.0075267,173.15597380000003,166.0829961,160.6341644,153.1923747,148.2311642,149.35324980000001,150.00213380000002,276.5981284,289.3410223,296.8577437,341.4002526,312.5744085,312.0967023,312.6296488,332.3756175,306.48924700000003,296.8605195,303.4647357,277.1907778,266.3025128,259.2498853,250.62402969999997,239.03349900000003,234.39217390000002,231.7318262,211.61003259999998,204.8632252,206.7262252,193.4163003,186.6605955,181.75281230000002,175.13328959999998,170.7123346,171.9088716,172.3973573
DMA,2.7613502480000003,2.762878507,2.760149212,2.774285027,2.649264486,2.531111949,2.395809798,2.211047939,2.022962207,1.7942843999999998,1.6007752169999998,1.418458195,1.323886321,1.250896779,1.2034522109999999,1.186371644,1.15230135,1.117057352,1.096538451,1.107743597,1.128683828,1.171463777,1.202955541,1.237210608,1.290986391,1.261759518,1.23801872,1.239433706,1.9133909519999999,1.905483311,1.887322324,1.869959544,1.755281792,1.646925908,1.531276301,1.3870850069999998,1.242249193,1.076196799,0.93702837,0.809283807,0.7347146040000001,0.672570777,0.623728854,0.594220715,0.5628706179999999,0.533731818,0.508994009,0.498475103,0.491538885,0.49368884399999996,0.49199941399999997,0.491944272,0.5036749939999999,0.487738335,0.474010204,0.46923507299999995,2.695376608,2.703253314,2.691443103,2.701927219,2.639229758,2.5599737819999997,2.505892399,2.424965783,2.3331494669999997,2.258071296,2.164514465,2.1130116169999997,2.031492723,1.97827764,1.931822217,1.90572833,1.866040753,1.8248878919999998,1.789323283,1.790609505,1.8076830030000002,1.856739318,1.892439311,1.9510407019999998,1.992828509,2.004779055,1.9824191359999999,1.978845718
DNK,3.930264312,3.9571278939999996,3.994490336,3.954687582,3.7586008,3.7399399680000003,3.467517417,3.180672646,2.893890152,3.112656575,3.162160662,3.527196581,4.328709014,4.75864841,5.131492071,5.602625365,6.36823397,6.94946503,7.209652141,7.904650948,8.283636194,8.454419623,8.625160757,8.793420998,8.780354407,8.700012852999999,8.609835172,8.557294332,2.7303268210000002,2.6488886330000003,2.6974096810000003,2.711192076,2.621264943,2.649358444,2.490958038,2.31443551,2.134329597,2.324676684,2.382341652,2.673899306,2.955078573,3.1903775469999998,3.382258798,3.640387765,4.084819573,4.406055666,4.508530436,4.885257988,5.036580505,5.04651192,5.068736615,5.067186906,4.984291964,4.889150669,4.795911716,4.72150901,12.24851155,12.39869626,12.95197333,13.426866199999997,13.18954612,13.37917187,13.09300376,12.1939198,11.30907211,11.74150897,11.52441301,12.54440545,14.41233962,15.42901538,16.10163525,16.7433704,18.13479585,19.403836399999996,19.86132951,20.94471175,21.31877535,21.31069501,21.578775699999998,21.87933556,21.62263745,21.77292812,21.95267877,22.16926339
DOM,2338.078501,2286.1348,2133.827873,1993.6045100000001,1835.706666,1684.8632539999999,1505.5661599999999,1331.975883,1154.469543,966.6636755000001,846.3825236,742.2455197,652.529131,606.3490319,577.0668416,534.6672551,472.9725699,429.20995310000006,384.2603039,362.7898937,349.26230730000003,613.0645235000001,388.10627830000004,363.3223337,344.6182008,347.3806049,356.33480519999995,332.0688302,1544.769743,1511.090626,1413.083099,1318.979595,1210.142224,1104.056133,979.2602939999999,855.7549613,729.5904909,600.6959289,517.6428179,445.07035049999996,385.2896025,351.98141749999996,322.8828423,285.38946939999994,244.2203058,217.578921,190.3236443,175.06989219999997,163.5057574,277.43287589999994,170.3647567,155.2830162,143.56256480000002,139.4249936,137.67518180000002,124.63843940000001,1339.812692,1317.8078990000001,1239.344152,1171.424654,1089.623916,1013.0355900000001,920.9462474,832.7965684,740.0700749,648.2340572,586.4108177,533.9022986,487.11033380000003,468.34528370000004,463.8859222,446.1466954,419.3372325,391.6986916,364.5361272,356.28754710000004,355.7371256,477.0626413,397.05955639999996,404.0555503,398.36764889999995,403.58604069999996,408.07449330000003,395.4758205
DZA,955.8961213,866.6870857999999,813.2034441000001,797.6363263,804.5647195,813.0361111000001,796.6835197,820.7596281,819.1146047,811.5667139,788.4509648,706.1272332000001,630.2110677000001,560.3542610000001,514.2333506,467.9047222,426.6158994,387.8975611,352.06728710000004,320.34632999999997,292.9698763,267.0425619,243.50501239999997,229.31642889999998,219.58113840000001,208.7219207,197.64101630000002,189.9360966,697.672807,621.1459027000001,570.0143927999999,540.1484372,526.650326,515.0728746999999,486.9264956,482.312828,463.35664110000005,444.0867686000001,417.0770433,361.5795139,312.3681105,267.80813670000003,236.73593259999998,208.98345690000002,184.1516736,162.2138905,142.9411976,125.5845144,111.24466890000001,98.19215286,86.65061565,79.56241528,74.24981118,68.40053513,62.86453153,58.91062157,553.3619949,503.1436237,467.6565143,453.16267369999997,447.4879549,440.9180751,427.5215905,430.2472395,423.6426117,418.3594412,407.31171800000004,378.3286922,351.8088483,326.85558050000003,310.6874937,293.6820074,279.18105719999994,265.27553819999997,250.1548182,237.83415380000002,227.74224130000002,218.46497620000002,210.08372819999997,207.5379782,206.8295494,203.23584430000002,196.4235309,191.7304618
ECU,1935.918414,2325.863904,2044.67635,1661.558233,1382.297571,1242.578041,1109.6515949999998,974.3096251000001,912.9883108999999,801.6434778,731.5616225,645.2659984000001,576.0173333,512.0555118999999,453.66442520000004,416.05099069999994,393.42483510000005,370.6763131,342.5107353,318.75094310000003,288.3457764,257.10280930000005,231.57480550000002,208.30428590000002,193.93295419999998,189.9779592,202.54304380000002,208.26529580000002,1324.9955009999999,1598.013985,1408.23808,1143.552034,946.5406308,844.2822585000001,749.8686428,651.0435065,593.0923922000001,499.2942717,437.3255603999999,369.13931160000004,317.09628710000004,274.79846430000003,240.74650899999997,219.8308759,205.2614053,190.9426592,173.88743269999998,159.7902005,140.28970280000001,118.5391463,100.6623463,86.40721711,77.58856687,73.52080825,76.09890321,76.70379342,966.6552678999999,1093.987347,986.9155583999999,842.6634539999999,730.3837828,684.1787893,629.4290405,556.4769693,525.0178338999999,481.3273204,444.8758773,402.4996959,378.5984613,353.9747974,337.5796994,328.74048450000004,328.5506358,329.25662810000006,327.5908707,324.998672,317.8830784,301.7608983,292.4011251,280.9620934,271.6300751,267.43926650000003,277.7662382,281.9855067
EGY,27313.681439999997,24500.973430000002,22077.128269999997,19873.58991,17787.32014,16045.265919999998,13958.666819999999,12538.46666,11508.981000000002,10854.60775,9825.000356,8948.822754,8189.348145,7690.811831999999,7198.357531000001,6720.954673,6226.654162,5972.827059,5672.70042,5511.685831000001,5277.436245,5052.59766,4711.073735,4425.895614,4044.3434729999994,3944.9168409999997,3403.2586560000004,3142.490313,26160.57975,23466.285509999998,21076.82472,18953.3693,16969.285,15341.71871,13442.033019999999,12185.181929999999,11353.43137,10890.87091,10033.26888,9309.716551000001,8680.875854,8298.505557999999,7894.449187,7505.677608,7040.813179000001,6686.425020000001,6256.1924,5921.939754999999,5487.857972999999,5062.179796,4526.675842000001,4065.691765,3505.239765,3312.322648,2781.069716,2534.963747,9971.274451000001,8908.373636,8004.147077,7199.606798999999,6456.8315299999995,5847.275915,5107.229412,4602.0796119999995,4214.906643,3983.0932020000005,3619.828734,3318.928878,3046.49194,2868.4320780000003,2684.113534,2511.594638,2353.7762399999997,2267.0152510000003,2167.256407,2127.758958,2046.9604600000002,1962.7343859999999,1836.3780149999998,1733.007304,1609.298072,1624.68643,1439.66652,1354.805265
ERI,4897.315297,4695.271983,4656.001122,4735.805913,4907.635406,5055.583135,4884.794565,4713.699779,4531.417511,4266.123471,4158.371623,4165.421297,4142.5082409999995,4198.3044390000005,4204.054287,4143.92212,4041.671756,3976.1887619999998,3940.4952829999997,3843.393689,3809.9604659999995,3697.423476,3581.8532979999995,3465.415153,3313.592043,3205.93276,3101.228625,3083.705694,3856.8269200000004,3696.8742810000003,3665.6155200000003,3727.8762229999998,3862.7175119999997,3976.32836,3837.997918,3700.001771,3553.088682,3341.867773,3254.029648,3256.620238,3236.026159,3276.067283,3278.1672519999997,3229.2036399999997,3147.900776,3096.38805,3068.463975,2991.959425,2964.652269,2875.649453,2784.066992,2690.941303,2571.10544,2484.583783,2399.8091449999997,2382.9819829999997,3374.00854,3285.61035,3307.496295,3317.2015579999997,3396.982386,3451.463523,3341.170423,3234.450293,3119.954155,2947.6519359999998,2883.714874,2895.9844399999997,2882.565968,2911.1785370000002,2920.065413,2887.741083,2831.1314079999997,2797.376066,2776.4549690000003,2713.21457,2694.3285100000003,2623.4162079999996,2552.316702,2474.038373,2376.506643,2294.509072,2223.458721,2201.441606
ESP,13.24212776,12.67522741,12.19377956,12.38551191,12.86712091,13.460638699999999,13.76377839,14.17139847,15.54497599,17.25818319,18.60974626,19.99313445,21.84381131,23.91230919,24.73748324,25.95311102,27.18141302,29.17549327,30.78333649,31.93586736,34.21441863,36.38712654,38.15664593,39.05531571,39.92758343,41.98911129,40.50504697,39.93892143,12.07977068,11.01192157,10.04195507,9.707816852,9.640056629,9.677910854,9.542582401,9.487222977,10.05488429,10.79455352,11.24003263,11.64038474,9.910788773,10.43805128,10.35163092,10.40011557,10.45169092,10.75705314,10.82278128,10.70929587,10.97860563,11.23870493,11.465220599999999,11.41551123,11.42149028,11.7828032,11.14671797,10.78669387,55.37120274,54.23718927,52.81422073,53.13180386,53.52708396,55.27150087,57.03062694,58.70512618,62.99369043,68.75303519,69.17475440000001,70.68965711,74.41683368,78.62181368,78.80095192,81.73812696,81.6087669,84.25251561,86.06462197,85.48081448,85.55590176,88.81655337,91.76801061,92.68894878,95.80186861,102.01468809999999,101.037212,101.8108176
EST,2.93199416,2.6886756110000003,2.452469238,2.187093545,1.7938898230000002,1.5810152769999999,1.102844039,1.148438509,1.140222981,1.227685486,1.03697445,0.859473752,0.92601721,0.8320633759999999,0.659856597,0.677258103,0.659371546,0.741941504,0.663527829,0.709647492,0.711232888,0.6836352459999999,0.734303136,0.7812387590000001,0.7680000840000001,0.801763883,0.758791103,0.747593469,1.973132539,1.773199108,1.58083929,1.3800580519999999,1.115269873,0.9716595440000001,0.670354323,0.688405264,0.672888941,0.7126626309999999,0.591704515,0.48298336799999997,0.511888882,0.451919909,0.353137934,0.357322752,0.34651819899999997,0.383673954,0.33885148600000004,0.360307879,0.35959658899999997,0.336442203,0.353071429,0.36601395200000003,0.35409185200000004,0.365196039,0.342669285,0.334991322,4.064577953,4.112986932,4.135534259,4.461805967,4.882996085,4.9101033869999995,4.579492704,4.563017877,4.704150623,4.501425876,4.485716989,4.4475354760000005,4.130001629,3.7253061510000003,3.360430159,3.0421199189999997,2.834732202,2.68008921,2.44483708,2.348390359,2.2020385069999997,2.210983565,2.281591218,2.336833412,2.4054492240000003,2.378350314,2.337834624,2.349146479
ETH,60332.12661,63003.72649,65668.0434,67464.85118,68415.4887,69216.23562,68861.35956,68033.46639,66557.47372000001,64185.28729,62747.604139999996,61553.12478,58907.049920000005,56619.44525,54459.95066,52119.20358,50721.36577,49624.30531,48189.833060000004,48080.047569999995,46985.08654,46933.105019999995,46707.40403,46430.20573,47323.2573,47093.499910000006,46618.21632,47812.20061,47986.79904,50112.02437,52237.81196,53672.00175,54430.51606,55081.17468,54805.50677000001,54182.58411,53033.68558,51157.732280000004,50019.7088,49078.38374,46993.23959,45185.93919,43479.025630000004,41654.4044,40566.893130000004,39733.0911,38615.13275,38552.53795,37701.2665,37723.22863,37597.54144,37436.37407,38221.082989999995,38086.91393,37743.11425,38734.8943,45985.59495,47686.263360000004,49505.81754,50774.92618,51324.280119999996,51713.87193,51288.8335,50564.80527,49469.2709,47777.76083,46694.31983,46019.58286,44183.88449,42700.317160000006,41255.43872,39658.923689999996,38462.664710000005,37548.503939999995,36345.872,35924.63206,34885.23753,34407.61444,33883.634710000006,33342.95251,33609.692489999994,33182.12289,32659.340630000002,33326.926869999996
FIN,3.143265716,3.1072078189999996,2.940216804,2.708323351,2.430322831,2.24683514,2.1132107369999997,1.8350162730000001,1.728971298,1.569276247,1.439905081,1.38617116,1.5057929209999998,1.509883501,1.392726066,1.499368772,1.5971288890000002,1.8151287319999998,1.87709804,1.823042775,1.682879819,1.463332488,1.285778191,1.184373082,1.038740681,1.017297168,1.098610818,1.13796829,2.7529030660000005,2.660395166,2.581896131,2.437106987,2.236900843,2.118389255,2.047557829,1.826912915,1.7635276469999999,1.6351874990000002,1.530503205,1.5028440930000002,1.4730873930000001,1.451285334,1.315790746,1.393713002,1.4604004519999998,1.629445698,1.6511279490000002,1.577553658,1.427538674,1.216366459,1.051965863,0.952170945,0.8220663909999999,0.79473257,0.849639413,0.873044555,13.61714418,13.62683357,14.07118064,14.68140532,14.40979427,14.92826445,15.67063342,15.962906099999998,16.16254124,16.12699037,15.65644485,14.33318875,13.33635161,11.719723599999998,9.848415501,8.264164841,7.11517028,6.675862526,6.178812872000001,5.834901614,5.417748931,5.011812389,4.750198397,4.618584547,4.473491686,4.572453205,5.022746257,5.3392788
FJI,58.18741268,56.1091865,52.63139986,51.16833091,49.85292975,49.28982535,48.43419197,46.42321397,45.55932741,45.15309061,45.18991375,45.06075695,45.73407279999999,46.58105255,48.25199964,49.74864944,52.15620061,54.60634497,55.86111145,56.53390021,57.28508946,57.72295191,57.96059219,57.60995873,56.82414531,56.07233370000001,55.21198492,54.97392256,35.95536927,34.38405366,31.89447867,30.63837383,29.43546845,28.66867062,27.72943779,26.25390751,25.33514591,24.65142919,24.26318516,23.81904619,23.77564981,23.87057959,24.42286969,25.05925149,25.99517323,26.98480964,27.74271455,28.00169241,28.26001462,28.30340752,28.24681637,27.76170875,26.96115132,26.08255169,25.21153046,24.71508866,27.07900341,26.13069385,24.440398499999997,23.75297579,22.92941051,22.30289693,21.86535965,20.67570026,19.93175498,19.32964639,18.608976199999997,17.65948792,16.91400183,16.32166324,15.85688349,15.46903849,15.554051600000001,15.59749538,15.10765008,15.02906428,15.00707308,15.05741422,15.07645009,15.19378366,15.00809797,14.75891114,14.476343900000002,14.34334572
FRA,99.16298058,102.8658922,104.08086970000001,102.42956140000001,100.4297146,99.87924738,96.19947343,92.91879631,96.06705338,94.55128604,95.75238575,91.70574115,93.75483551,96.81339150000001,93.88901148,95.64839866,97.99370151,101.0031009,103.15764399999999,99.99162381,90.13602502,72.24192068,63.68919825,56.45334655,52.13077297,55.06098252,56.65440744,59.22350104,67.06012327,67.13011972,66.57048648,64.55202595,63.34103158,63.20263418,60.42959425,58.67004803,61.74339885,61.60963575,63.83666545,62.76252135,58.36890058,59.17417909,56.32451896,56.27138964,56.55429897,57.63634448,57.91518731,55.25759188,48.90128305,38.44481572,33.32637056,29.00345593,26.34386693,27.4667349,27.972412199999997,28.99232037,125.9870597,129.09425520000002,132.6536176,136.0155038,136.4275608,139.6041724,142.34721509999997,144.1706312,149.85799640000002,151.782589,153.40732,152.02030919999999,154.6898862,156.382628,148.88841299999999,151.66327330000001,151.8124745,154.19445259999998,158.1245744,159.3005638,154.1620771,147.6633678,147.0975899,144.15706219999998,141.4080876,147.55924919999998,151.53051100000002,156.931806
FSM,11.56768603,9.742150466,8.937137782999999,8.182672653,7.507100563,6.857968435,6.206427275,5.599743306000001,5.115772762,4.642154142,19.594324899999997,3.778180325,3.4466073639999997,3.1403469310000003,2.9271828560000004,2.753620475,2.612474084,2.491741044,2.362813934,2.283708714,2.196239907,2.1405514969999997,2.103994481,2.07409817,2.051527918,2.039081852,2.02149697,2.022682583,8.000213171,6.668566971000001,6.050751245,5.47407449,4.9675320339999995,4.485548818,4.015073398999999,3.56598933,3.22608764,2.898322383,12.09796616,2.30272758,2.073097113,1.8630186119999999,1.7152610590000001,1.59398005,1.474686497,1.372428514,1.250801871,1.1950904820000001,1.13578841,1.092491583,1.059789308,1.033522533,1.012735533,0.994840292,0.9746911109999999,0.965161226,6.088214071,5.364975408,4.925578608,4.501901253,4.149407924,3.784931411,3.463113655,3.064458665,2.788119451,2.526689716,5.307057996,2.044455547,1.84989847,1.672444555,1.5512635469999998,1.4451107580000002,1.380967796,1.324528828,1.231653442,1.206557429,1.171747865,1.165187947,1.1605205790000002,1.1676287909999998,1.162520778,1.155098013,1.138499532,1.129927418
