,Unnamed: 0,pedmort_2016,pedmort_53mean,pedmort_3mean,Code,sanit_2015,sanit_21mean,sanit_3mean,maln_12mean,maln_3mean,maln_2016,ped_labor2018,ped_labor_14mean,ped_labor_3mean,nat_dis2017,nat_dis_23mean,nat_dis_3mean,homoc_2017,homoc_3mean,homoc_23mean_x,Overall rank,Country or region,Score,Outcome,Unnamed: 24
121,121,5.54,22.19204082,6.193333332999999,MWI,41.0,34.42272727,40.13333333,24.5,23.26666667,26.3,,,,0.0,0.013476796000000001,0.074071891,1.702387093,1.798617821,2.251472697,150.0,Malawi,3.41,0.0,
122,122,0.79,3.003703704,0.76,MYS,96.0,91.24545455,95.96666667,3.692307692,3.0333333330000003,2.9,,,,0.005456635,0.027775937,0.009594684000000001,1.9669213680000002,1.996159349,2.100770278,80.0,Malaysia,5.3389999999999995,0.0,
123,123,4.42,8.043617021000001,4.7133333330000005,NAM,34.4,27.96818182,33.56666667,29.36153846,28.2,25.4,,,,0.0,0.051190455,0.0,14.69095793,15.12937689,21.58217111,113.0,Namibia,4.638999999999999,0.0,
124,124,8.45,26.69,9.36,NER,10.9,6.745454545,10.46666667,14.82307692,10.93333333,14.4,,,,0.041821866,0.006223398000000001,0.024069739,4.918061783,4.998569328,6.1703990520000005,114.0,Niger,4.628,0.0,
125,125,10.02,21.1682,10.76333333,NGA,29.0,33.95454545,29.6,7.161538462,7.966666667,11.5,,,,0.00127387,0.003522917,0.0017889020000000002,3.4611113839999996,4.235021854,4.630289151,85.0,Nigeria,5.265,0.0,
126,126,1.72,9.483888889,1.8533333330000001,NIC,67.9,54.89090909,67.46666667,24.22307692,17.06666667,16.2,,,,0.064849933,0.29329936100000004,0.025609108999999998,7.374719902000001,7.837056258,11.34242396,45.0,Nicaragua,6.105,1.0,
127,127,0.39,1.034814815,0.40333333299999996,NLD,97.7,98.02727273,97.76666667,2.5,2.5,2.5,68.8744,66.947036,68.33673333,0.0,0.001083273,0.000230696,0.857513121,0.856507672,1.34236934,5.0,Netherlands,7.4879999999999995,1.0,
128,128,0.26,1.013703704,0.27,NOR,98.1,98.1,98.1,2.5,2.5,2.5,54.3474,59.889536,54.73593333,0.0,0.011894883,0.011523387,0.72927462,0.735769528,1.10031467,3.0,Norway,7.553999999999999,1.0,
129,129,3.37,16.84759259,3.663333333,NPL,45.8,22.29090909,42.63333333,15.18461538,9.4,9.5,,,,0.084431619,0.127744033,1.66928788,1.6277023019999999,1.66167261,1.705581588,100.0,Nepal,4.913,0.0,
130,130,3.3,4.769310345,3.496666667,NRU,65.6,65.67727273,65.6,,,,,,,,,,,,,,,,,
131,131,0.53,1.3807407409999999,0.556666667,NZL,,,,2.5,2.5,2.5,63.6548,63.32538,62.1974,0.0,0.063793663,0.010659997,1.340484442,1.292217202,1.737533481,8.0,New Zealand,7.307,1.0,
132,132,1.13,10.00134615,1.123333333,OMN,96.7,89.51818182,96.7,8.892307692000001,5.166666667,5.4,,,,0.0,0.036398348,0.006152645,0.532462463,0.55070366,0.626441916,,,,,
133,133,3.91,7.148333332999999,4.196666667,OWID_WRL,,,,13.5,10.76666667,10.8,,,,0.017165103,0.114913785,0.017346984,5.305255472,5.320200321000001,6.586985082000001,,,,,
134,134,7.49,15.198703699999998,7.95,PAK,63.5,38.15909091,60.03333333,22.84615385,21.06666667,20.5,,,,0.002977167,0.256712729,0.030763627,4.352146853,4.606703501,5.441810235,67.0,Pakistan,5.653,1.0,
135,135,1.61,4.2472222219999995,1.723333333,PAN,75.0,66.56363636,73.93333333,19.53846154,9.333333332999999,9.2,43.6307,47.84877619,41.5699,0.005272326999999999,0.053288714,0.04441064,16.31912827,17.76986168,13.944371799999999,31.0,Panama,6.321000000000001,1.0,
136,136,1.5,10.10333333,1.62,PER,76.2,63.20454545,74.56666667,16.96923077,9.2,8.8,54.0257,58.95567727,59.86713333,0.07079036,0.079201183,0.023486786000000003,3.572673519,3.663691214,4.854703602,65.0,Peru,5.697,1.0,
137,137,2.81,6.325185185,2.91,PHL,73.9,64.12272727,72.5,16.00769231,14.1,13.7,35.701,45.909864,39.16476667,0.010381196,0.156558499,0.012593242,15.35753948,15.145890300000001,15.22155581,69.0,Philippines,5.631,1.0,
138,138,1.53,2.8656666669999997,1.6333333330000002,PLW,100.0,80.13181818,100.0,,,,,,,,,,,,,,,,,
139,139,5.34,10.6362963,5.71,PNG,18.9,19.37727273,18.9,,,,,,,0.0,0.21690430600000002,0.0,10.77534159,11.04595898,12.08319751,,,,,
140,140,0.47,2.278518519,0.49,POL,97.2,90.0,96.46666667,2.5,2.5,2.5,35.0858,36.42872609,34.04783333,0.0,0.002000986,0.000424738,1.734790215,1.744396303,2.887883527,40.0,Poland,6.182,1.0,
141,141,1.9,4.540689655,2.113333333,PRK,81.9,64.7,81.86666667,38.31538462,42.26666667,43.4,,,,0.0,0.034551595,0.08417196699999999,2.756064775,2.8120325189999997,3.053408513,,,,,
142,142,0.37,3.2690740739999997,0.37,PRT,99.7,96.20454545,99.6,2.5,2.5,2.5,34.1795,43.71982,33.5593,0.0,0.004178371,0.0009354960000000001,1.326250297,1.369491741,2.279712275,66.0,Portugal,5.693,1.0,
143,143,2.1,5.34537037,2.2366666669999997,PRY,88.6,68.85,86.66666667,12.1,12.06666667,11.2,,,,0.0,0.022520451,0.016753023,12.18520224,12.00423717,13.98080667,63.0,Paraguay,5.742999999999999,1.0,
144,144,2.09,4.682564103,2.183333333,PSE,92.3,89.00952381,92.26666667,,,,,,,0.0,0.0017974,0.009384375,5.354183462,6.2520782189999995,3.5164422789999996,,,,,
145,145,0.76,2.602444444,0.806666667,QAT,98.0,99.25,98.0,,,,,,,0.0,0.0,0.0,0.778852147,0.820649725,1.034563172,29.0,Qatar,6.374,1.0,
146,146,0.78,3.298627451,0.923333333,ROU,79.1,74.10454545,78.63333333,2.5,2.5,2.5,,,,0.0034483829999999997,0.005367229,0.001039497,2.085925371,2.0716211540000002,3.473046053,48.0,Romania,6.07,1.0,
147,147,0.76,2.215,0.856666667,RUS,72.2,72.46818182,72.2,2.992307692,2.5,2.5,34.1276,43.05666522,36.98696667,0.000872077,0.010393187,0.004496448,14.80040858,15.66097505,27.89816896,68.0,Russia,5.648,1.0,
148,148,3.79,17.84537037,4.216666667,RWA,61.6,46.60909091,59.96666667,42.38461538,32.56666667,36.1,,,,0.004408264,0.012013589,0.027658838999999998,2.947404236,3.2969556410000003,5.437496005,152.0,Rwanda,3.3339999999999996,0.0,
149,149,0.74,5.393809524,0.846666667,SAU,100.0,96.61363636,100.0,7.130769231,5.466666667,5.5,,,,0.004240764,0.018198932,0.01704237,0.877016747,0.890466669,0.8123752340000001,28.0,Saudi Arabia,6.375,1.0,
150,150,6.32,12.9312963,6.713333333,SDN,,25.21363636,23.56666667,25.4,25.13333333,25.2,,,,0.0,0.0135869,0.036296252,1.061027992,2.939958621,3.06630448,,,,,
151,151,4.54,18.22407407,4.9966666669999995,SEN,47.6,40.51818182,46.6,19.72307692,12.1,11.3,,,,0.0,0.012021491,0.001915424,1.004109266,1.026491582,1.2147153990000001,111.0,Senegal,4.681,0.0,
152,152,0.28,1.439074074,0.273333333,SGP,100.0,99.68636364,100.0,,,,,,,0.0,0.00030472400000000003,0.0,0.46361613100000004,0.469363462,1.23495176,34.0,Singapore,6.2620000000000005,1.0,
153,153,2.06,6.364259259,2.19,SLB,29.8,26.98333333,29.2,12.16923077,12.96666667,12.3,,,,0.0,0.10108148800000001,0.46725675299999997,5.226367043,5.321148784,5.811571696000001,,,,,
154,154,11.05,27.15888889,12.25,SLE,13.3,11.4,12.96666667,33.68461538,25.26666667,25.5,,,,0.35228538600000003,0.010611898,0.004503251,1.370973547,1.417785488,1.9533889269999998,129.0,Sierra Leone,4.374,0.0,
155,155,1.45,8.672037037,1.5566666669999998,SLV,75.0,62.21818182,73.4,10.86923077,11.36666667,10.3,46.3281,48.59800476,46.1694,0.0,0.25376087199999997,0.01669508,56.69019568,91.79840795,59.61678544,35.0,El Salvador,6.252999999999999,1.0,
156,156,0.22,0.738,0.246666667,SMR,,,,,,,,,,,,,,,,,San Marino,,,
157,157,12.72,17.35677419,13.56333333,SOM,,22.16315789,,,,,,,,0.0,0.09594561199999999,0.002146961,8.302061601,8.797472812999999,14.8093918,112.0,Somalia,4.668,0.0,
158,158,0.57,1.8266666669999998,0.63,SRB,96.4,96.78636364,96.5,5.985714286,5.9,5.6,,,,0.0,0.0017931520000000001,0.015719311,2.457650543,2.557025917,4.051716396000001,,,,,
159,159,9.64,20.50942857,9.64,SSD,6.7,6.6,6.666666667,,,,,,,0.0,0.006781593000000001,0.0,7.783297045,11.23170489,10.77776696,156.0,South Sudan,2.853,0.0,
160,160,3.24,8.537959184,3.516666667,STP,34.7,24.55,34.5,12.56923077,11.13333333,10.2,,,,0.0,0.0,0.0,5.0935025000000005,5.305432442,5.645118495,,,,,
161,161,1.96,3.8070967739999997,2.09,SUR,79.2,80.51111111,79.23333333,10.36153846,7.833333333,7.6,,,,0.0,0.0075241,0.0,9.068329412999999,9.087938606,9.455494046,,,,,
162,162,0.56,1.207878788,0.6,SVK,98.8,98.87272727,98.8,5.584615385,3.3,2.7,32.2883,40.23965217,32.43753333,0.0,0.007812035,0.0019240610000000001,2.428877145,2.508625496,3.2489916819999998,38.0,Slovakia,6.1979999999999995,1.0,
163,163,0.21,0.8021212120000001,0.24,SVN,99.1,99.1,99.1,2.5,2.5,2.5,38.5564,39.2516,36.07143333,0.0,0.008911771,0.005312753000000001,0.9803212240000001,0.992963238,1.79010238,44.0,Slovenia,6.117999999999999,1.0,
164,164,0.28,0.84037037,0.29,SWE,99.3,99.3,99.3,2.5,2.5,2.5,54.2271,51.342088000000004,54.89226667,0.0,0.002636617,0.000366047,1.199426718,1.2434626770000001,1.438460576,7.0,Sweden,7.343,1.0,
165,165,5.39,12.64592593,5.876666667,SWZ,57.5,52.17272727,57.5,19.58461538,21.26666667,20.7,,,,0.0,0.00022245400000000002,0.027350567000000003,23.48696848,25.73257707,26.78406092,135.0,Swaziland,4.212,0.0,
166,166,1.42,3.703888889,1.446666667,SYC,98.4,98.4,98.4,,,,,,,0.0,0.054413273,0.0,6.231653668,6.204921776,7.026514366000001,,,,,
167,167,12.32,20.34190476,13.08,TCD,12.1,9.813636364,12.0,39.63076923,37.5,39.7,,,,0.0,0.008501461,0.0,5.757251704,5.8593913760000005,6.316595692999999,132.0,Chad,4.35,0.0,
168,168,7.29,16.465,7.77,TGO,11.6,11.45909091,11.56666667,25.16153846,17.16666667,16.2,,,,0.0,0.005306984,0.0,5.352502747,5.538219812,5.854051264,139.0,Togo,4.085,0.0,
169,169,0.95,5.661851852000001,1.046666667,THA,93.0,91.05,93.1,12.66153846,9.133333333,9.0,,,,0.01650661,0.125983441,0.005145416,6.014672487,5.949046492999999,11.48157496,52.0,Thailand,6.007999999999999,1.0,
170,170,3.36,10.01,3.58,TJK,95.0,91.26315789,94.7,,,,,,,0.027123742000000003,0.182849987,0.01635627,2.89216131,2.851495798,5.5981407,74.0,Tajikistan,5.4670000000000005,1.0,
171,171,4.73,8.659459458999999,5.05,TKM,,62.32307692,,5.5,4.9,5.5,,,,0.0,0.0017166710000000001,0.000774313,4.083705501,4.143491111,5.453368039,87.0,Turkmenistan,5.247000000000001,0.0,
172,172,4.76,12.09655172,5.116666667,TLS,40.6,37.85882353,40.1,31.43076923,26.83333333,27.2,,,,0.0,0.0032279690000000002,0.0,2.721601401,2.689353024,3.1960397289999998,,,,,
173,173,1.6,3.024313725,1.6733333330000002,TON,91.0,92.89545455,91.13333333,,,,,,,0.0,0.056882697,0.047868192999999996,2.2103991069999998,2.221279998,3.482080622,,,,,
174,174,2.61,4.041111111,2.77,TTO,91.5,90.72272727,91.5,10.60769231,6.033333333,4.9,,,,0.0,0.009016073000000001,0.0,22.85306179,24.19361332,18.91620811,39.0,Trinidad & Tobago,6.192,1.0,
175,175,1.3,9.099423077,1.4,TUN,91.6,81.9,90.93333333,5.192307692,4.566666667,4.9,,,,0.0,0.007009298000000001,0.0,0.586229833,0.6108791920000001,0.738502696,124.0,Tunisia,4.461,0.0,
176,176,1.16,10.74277778,1.3433333330000001,TUR,94.9,88.25,94.1,2.5,2.5,2.5,43.8131,43.142708,42.44626667,0.0,0.236311043,0.001848675,2.124488483,2.173476499,2.511600126,79.0,Turkey,5.372999999999999,0.0,
177,177,2.49,5.108461538,2.656666667,TUV,,78.60454545,83.3,,,,,,,,,,,,,,,,,
178,178,5.4,16.34074074,5.856666667000001,TZA,15.6,9.654545455,14.5,34.88461538,32.3,32.0,,,,0.002048097,0.007326081,0.011806423,5.652196575,5.7835476329999995,6.465092255,153.0,Tanzania,3.2310000000000003,0.0,
179,179,4.9,16.791296300000003,5.53,UGA,19.1,15.71363636,18.76666667,27.92307692,35.93333333,41.4,,,,0.007324371,0.010387523000000001,0.00270919,3.898068693,4.119328815,5.046475561,136.0,Uganda,4.189,0.0,
180,180,0.88,2.082790698,0.943333333,UKR,95.9,94.94444444,95.83333333,2.761538462,2.633333333,3.3,,,,0.0,0.000898803,0.0008700569999999999,10.07928519,10.08696737,12.93499699,133.0,Ukraine,4.332,0.0,
181,181,0.82,3.3485185189999997,0.893333333,URY,96.4,93.60454545,96.1,3.5307692310000003,2.5,2.5,47.7374,54.1784,49.3744,0.0,0.001312142,0.002037316,6.132201024,6.422903297,4.951522876,33.0,Uruguay,6.292999999999999,1.0,
182,182,0.66,1.48537037,0.68,USA,100.0,99.74545455,100.0,2.5,2.5,2.5,55.2156,61.99994,55.2092,0.0036046090000000004,0.015654085,0.009654901,6.1199555210000005,5.824200341,7.42118959,19.0,United States,6.892,1.0,
183,183,2.25,6.74,2.566666667,UZB,100.0,91.65909091,100.0,13.33846154,7.3666666670000005,7.4,,,,0.0,0.0014756679999999999,0.000336219,2.557037233,2.513204119,3.530991483,41.0,Uzbekistan,6.1739999999999995,1.0,
184,184,1.62,3.674222222,1.743333333,VCT,,71.11111111,,9.538461538,5.933333332999999,5.7,,,,0.0,0.126083387,0.0,20.75643608,20.92725864,16.06823723,,,,,
185,185,3.09,3.97462963,2.286666667,VEN,94.4,88.22272727,94.26666667,9.323076923,7.933333332999999,11.7,,,,0.0,0.9533449409999999,0.0,47.87199354,48.80879099,36.38875473,108.0,Venezuela,4.707,0.0,
186,186,2.09,5.2826,2.16,VNM,78.0,53.79090909,74.7,17.46153846,11.6,10.8,,,,0.032552961,0.100720899,0.011035388,1.575046915,1.6157609730000002,1.897229354,94.0,Vietnam,5.175,0.0,
187,187,2.69,6.421296296,2.816666667,VUT,57.9,44.555,57.9,6.846153846,6.7,7.1,,,,0.0,0.46458972,0.36775109899999997,1.669130878,1.6860528069999998,1.8037444480000002,,,,,
188,188,1.65,2.496333333,1.73,WSM,91.5,92.18636364,91.53333333,3.738461538,3.1,3.1,,,,0.0,0.745704367,0.0,3.081857786,3.112773341,3.596088687,,,,,
189,189,5.54,17.3456,5.54,YEM,,39.87727273,53.3,28.39230769,30.16666667,34.4,,,,0.030654979,0.027560157000000002,0.015584343999999998,2.8501014430000002,5.176038223,3.260595483,151.0,Yemen,3.38,0.0,
190,190,3.71,7.69425,4.0033333330000005,ZAF,66.4,57.45909091,65.26666667,4.530769231,5.3,6.1,,,,0.00294612,0.0071483530000000005,0.0029523609999999997,28.57172516,27.93302166,48.5162956,106.0,South Africa,4.7219999999999995,0.0,
191,191,6.0,15.89277778,6.51,ZMB,43.9,41.21818182,43.46666667,50.36153846,45.13333333,44.5,,,,0.0,0.001967855,0.0,5.721783528,5.838550108,7.282721641,138.0,Zambia,4.107,0.0,
192,192,5.03,10.21351852,5.713333333,ZWE,36.8,39.0,37.16666667,41.73846154,46.53333333,46.6,,,,0.0,0.006365597,0.015023785,8.019027413,8.294199817,9.016830342,146.0,Zimbabwe,3.6630000000000003,0.0,
193,193,,,,ABW,97.7,98.15,97.7,,,,,,,,,,,,,,Aruba,,,
194,194,,,,ASM,62.5,61.59090909,62.5,,,,,,,0.0,0.533377035,0.0,5.215552013,5.182962853,5.766736071,,American Samoa,,,
195,195,,,,CYM,95.6,95.55454545,95.56666667,,,,,,,,,,,,,,Cayman Islands,,,
196,196,,,,GRL,100.0,100.0,100.0,,,,,,,0.0,0.019832235,0.0,8.088040076,8.45720426,14.07516393,,Greenland,,,
197,197,,,,GUM,89.8,89.19545455,89.8,,,,,,,0.0,0.011647912,0.0,4.825317728,4.809572568,4.251960841,,Guam,,,
198,198,,,,MNP,79.7,73.95,79.7,,,,,,,0.0,0.06279398,0.0,5.071153035,4.920114648999999,5.4873204829999995,,Northern Mariana Islands,,,
199,199,,,,NCL,100.0,100.0,100.0,7.8230769229999995,8.566666667,11.6,,,,,,,,,,,New Caledonia,,,
200,200,,,,PRI,99.3,99.3,99.3,,,,,,,6.798822727999999,0.006433505999999999,0.001131472,20.85044822,20.32734281,22.85709228,,Puerto Rico,,,
201,201,,,,PYF,98.5,98.08636364,98.46666667,4.1,4.233333333,4.4,,,,,,,,,,,French Polynesia,,,
202,202,,,,SYR,95.7,89.1,95.7,,,,,,,0.0,0.008273397,0.0034616340000000003,1.87287994,5.908755437000001,1.92769217,149.0,Syria,3.4619999999999997,0.0,
203,203,,,,TCA,,81.4,,,,,,,,,,,,,,,Turks and Caicos,,,
204,204,,,,VGB,97.5,97.5,97.5,,,,,,,,,,,,,,British Virgin Islands,,,
205,205,,,,VIR,96.4,96.4,96.4,,,,,,,0.39904005600000003,0.063169655,0.0,29.60956986,29.55504419,24.35888631,,US Virgin Islands,,,
206,206,,,,HKG,,,,2.5,2.5,2.5,,,,,,,,,,,Hong Kong,,,
207,207,,,,MAC,,,,16.05384615,11.9,11.4,,,,,,,,,,,Macao,,,
208,208,,,,BMU,,,,,,,,,,0.0,0.056415025,0.0,3.02942888,3.085218186,3.575666211,,Bermuda,,,
209,209,,,,TWN,,,,,,,,,,0.002784753,0.11526057,0.025356376,1.428121365,1.397527235,2.7846992680000002,25.0,Taiwan,6.446000000000001,1.0,
