Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,pop_2017,pop_mean56,pop_mean3
GUY,2.995648416,3.082125972,3.164938234,3.242565197,3.31385288,3.378175995,3.435875146,3.4881094,3.536907122,3.583620558,3.628102283,3.670113365,3.710619694,3.750937929,3.788879858,3.830840742,3.873121666,3.912242824,3.943378207,3.963185166,3.971206502,3.968737617,3.957063754,3.938120396,3.913817628,3.883459487,3.848138176,3.813721107,3.787985776,3.776017272,3.780995682,3.800528321,3.827706375,3.852385065,3.867366015,3.870261621,3.863398527,3.850403861,3.836819914,3.826776734,3.821503683,3.819578359,3.819441199,3.818399797,3.81481331,3.807980696,3.799182118,3.791282703,3.788128016,3.792512065,3.805435611,3.825709931,3.851059182,3.878044196,3.904058928,3.928387097,3.951531623,3.749915772,3.90349674
HKG,3105.980392,3240.392157,3353.823529,3435.882353,3527.352941,3558.72549,3649.803922,3728.137255,3788.137255,3881.372549,3965.980392,4042.745098,4158.431373,4291.960784,4417.425743,4473.267327,4583.7,4667.5,4929.7,5063.1,5183.4,5317.676768,5399.090909,5452.424242,5511.313131,5580.40404,5636.868687,5684.444444,5743.636364,5762.121212,5810.10101,5859.090909,5960.606061,6096.363636,5862.952381,6129.047619,6180.285714,6232.095238,6291.904762,6347.619048,6394.571429,6422.952381,6410.285714,6460.47619,6488.761905,6530.571429,6586.952381,6626.47619,6640.761905,6689.714286,6734.857143,6809.619048,6837.047619,6885.238095,6944.095238,6987.238095,7039.714286,5427.968387,6938.857143
HND,18.73632139,19.26581464,19.81148449,20.37755832,20.96711056,21.58197337,22.22195013,22.88611136,23.5724104,24.27973009,25.00782018,25.75845026,26.5349361,27.34162124,28.18179462,29.05673429,29.96545715,30.90628296,31.87653052,32.87412637,33.89881133,34.95090714,36.02957369,37.13367593,38.26248101,39.41512199,40.59168827,41.79427116,43.02562338,44.28749665,45.5800429,46.90174278,48.25100545,49.6257485,51.02378229,52.44301546,53.88222361,55.34029851,56.81670391,58.30979533,59.81822325,61.3384306,62.86371436,64.38603092,65.89891858,67.40017875,68.88883725,70.36069354,71.81178836,73.23959246,74.64116543,76.01792832,77.37764769,78.73103941,80.08605774,81.44487443,82.80513898,46.06804365,80.08732386
HRV,74.61405831,75.15836165,75.68248972,76.18815954,76.676802,77.14183509,77.60686818,78.05401538,78.46539081,78.89465212,79.32391343,79.71740297,80.09300662,80.43283849,80.73689859,81.0230728,81.05884457,81.48810588,81.7563942,82.0604543,82.41817206,82.90109104,83.33035235,83.705956,84.08155965,84.4571633,84.77910928,85.08316938,85.26202826,85.4945448,80.66535503,79.94991951,82.99052048,83.16937936,83.50921123,80.27867095,81.67202572,80.50438204,81.45233411,79.16294044,79.41334287,79.41334287,79.41334287,79.32451751,79.37812723,79.34238742,79.27090779,79.24424589,79.14721229,78.94533595,76.49431737,76.2608649,76.04876698,75.73961758,75.11801287,74.59522873,73.72587563,79.85819116,75.15095306
HTI,143.0828737,145.957656,148.9016691,151.9100145,154.9757983,158.1089985,161.303701,164.5222787,167.7143687,170.8505806,173.91709,176.9433962,179.9948113,183.1619739,186.5151306,190.0669448,193.8105588,197.770283,201.9690131,206.4164006,211.1273948,216.0837083,221.2152395,226.4270319,231.6471335,236.8484398,242.0380261,247.2187228,252.4056604,257.6100145,262.8226052,268.0324746,273.2476415,278.4800798,283.7375181,289.0258708,294.3378447,299.6546807,304.9491292,310.203193,315.4051887,320.5636067,325.709434,330.8845428,336.1177068,341.4171626,346.7666546,352.141836,357.5061684,362.8308055,368.10791,373.3385341,378.5114659,383.616328,388.6451742,393.5897678,398.4480769,258.5720406,388.61709
HUN,111.3873945,111.7722062,112.0509497,112.4051427,112.7297823,113.0835796,113.5178222,113.9661629,114.4429714,114.891198,115.2332666,115.5772924,115.9503723,116.4690452,117.1559964,117.8285381,118.3640618,118.7598311,119.0408363,119.1315983,119.1529255,119.0959506,118.930385,118.6926457,118.4770027,118.2750779,118.0767802,117.9090575,116.6320129,115.4332703,115.4267275,115.3815623,115.2628867,115.1052192,114.9450812,114.7478077,114.5933853,114.3270601,114.0036748,113.9362977,113.6752511,113.3520196,113.0278063,112.7777951,112.5662872,112.3911394,112.2171633,112.0208459,110.7108141,110.4608748,110.1483155,109.5809345,109.2795979,108.985618,108.7266983,108.4063073,108.042936,114.3602327,108.7062079
IDN,49.75697047,51.09270136,52.4714281,53.89691207,55.37124925,56.89393951,58.4616675,60.07030587,61.71447474,63.38964545,65.09381255,66.82574397,68.58266476,70.36174754,72.16067555,73.97488918,75.80282186,77.6485899,79.5186043,81.41576919,83.34143312,85.28859774,87.24164288,89.17987326,91.08794913,92.95915973,94.79562865,96.60179623,98.38605353,100.1544633,101.9093819,103.6482642,105.3669044,107.0592205,108.7221852,110.354461,111.9617045,113.5564974,115.1556694,116.7718769,118.4091711,120.0660527,121.7425846,123.4369354,125.1470989,126.8723825,128.6117241,130.361662,132.1177089,133.8751045,135.6323581,137.3853795,139.1236679,140.8342576,142.5073903,144.1376574,145.7251881,97.43918771,142.4931018
IMN,84.70350877,84.94385965,85.61403509,86.65087719,87.96666667,89.55964912,91.43508772,93.42807018,95.39649123,97.23684211,98.86315789,100.2701754,101.5789474,102.9035088,104.3473684,106.0140351,107.7947368,109.4842105,110.7912281,111.4929825,111.4736842,110.8614035,110.0526316,109.6263158,109.9929825,111.3,113.3859649,115.8719298,118.2245614,120.0508772,121.2210526,121.8859649,122.2035088,122.4877193,122.9298246,123.5631579,124.3315789,125.245614,126.2315789,127.2877193,128.4070175,129.5964912,130.854386,132.177193,133.5403509,134.9368421,136.3631579,137.7789474,139.1666667,140.477193,141.6824561,142.8175439,143.8824561,144.8947368,145.9070175,146.9070175,147.8719298,117.1221914,145.9029239
IND,154.2097757,157.3570936,160.6113198,163.9601018,167.3967574,170.9147195,174.5229128,178.2487217,182.129321,186.1900898,190.4435344,194.8787373,199.4688957,204.1747265,208.9680512,213.8348824,218.7835389,223.8344283,229.0185975,234.3555296,239.8494654,245.4831386,251.2281647,257.0455309,262.9050518,268.7959518,274.719322,280.6713738,286.6517222,292.6598973,298.6875629,304.7303085,310.7967594,316.9001137,323.0479031,329.2400476,335.4663906,341.7117783,347.9559712,354.1821787,360.3798799,366.5447254,372.673071,378.7634753,384.8118264,390.8185212,396.7729069,402.6472933,408.4065035,414.0269176,419.494223,424.8184112,430.030441,435.1754493,440.286016,445.3705797,450.4186167,292.2363022,440.2773483
IRL,40.99869357,41.16780375,41.4087676,41.61053854,41.76658441,41.9335172,42.13165917,42.32181739,42.57003919,42.92713021,43.43228335,44.08259544,44.79532588,45.54362026,46.29917259,47.0031935,47.64407026,48.32486573,48.97300044,49.53984613,50.12338511,50.59950646,50.95950065,51.27628103,51.35842648,51.38176804,51.38709537,51.16778923,50.96543765,51.00847728,51.30258383,51.65379591,51.91262883,52.11766584,52.38555668,52.80171288,53.3338801,53.89310495,54.50407897,55.23550588,56.12197706,57.07572942,58.01307882,59.08349543,60.38487444,62.03499782,63.85457976,65.16974888,65.83502685,66.19473073,66.484018,66.76633764,67.11882712,67.61126433,68.25311366,69.0279431,69.87382784,52.85519784,68.29744036
IRN,13.80216729,14.16502677,14.53893268,14.92428903,15.32154215,15.73261622,16.15837754,16.59725374,17.04685957,17.50657555,17.97764434,18.46453621,18.97410975,19.51515263,20.09538176,20.7137749,21.37253064,22.08591321,22.87179142,23.74089491,24.69217626,25.71485793,26.79651514,27.91983349,29.06671456,30.2419276,31.43341069,32.58651858,33.63117586,34.52085329,35.22654289,35.76999558,36.218484,36.66907648,37.19126452,37.80979948,38.50202424,39.23268622,39.9461308,40.60257742,41.19478253,41.73931703,42.24852833,42.74239299,43.23645657,43.73135391,44.22450392,44.72454014,45.24151195,45.78176711,46.34911344,46.93974189,47.54253788,48.14158747,48.72448181,49.28745058,49.83102974,31.70279005,48.71783995
IRQ,17.0915975,17.5462949,18.03716304,18.57054439,19.15036011,19.77996662,20.45728788,21.17356472,21.9164003,22.67641356,23.44903171,24.23541852,25.03867664,25.86438256,26.71557034,27.59258294,28.49055491,29.40095114,30.31254773,31.21694675,32.11592016,33.01165832,33.89759014,34.76576125,35.61377095,36.43682694,37.24569358,38.07258614,38.96058257,39.94102248,41.02411002,42.20268194,43.46872671,44.80700322,46.20432814,47.66191783,49.17870682,50.73564716,52.30847109,53.87981114,55.44881679,57.0210554,58.5948419,60.17012827,61.75189428,63.3283307,64.91170634,66.56015959,68.83093572,70.82957497,73.04994704,75.46640956,78.01424065,80.59974213,83.15446906,85.65705471,88.12538681,43.7151538,83.13708863
ISL,1.785825436,1.81923192,1.851900249,1.885117207,1.918064838,1.950822943,1.982553616,2.009855362,2.028618454,2.039281796,2.055840399,2.086154613,2.117875312,2.146723192,2.174354115,2.196049875,2.212458853,2.229795511,2.251720698,2.275690773,2.301795511,2.33276808,2.363860349,2.389137157,2.408029925,2.425735661,2.452458853,2.49117207,2.522214464,2.541905237,2.571541147,2.60405985,2.630673317,2.65357606,2.668009975,2.682453865,2.704518703,2.73363591,2.766892768,2.805037406,2.842573566,2.86805985,2.887990025,2.913456359,2.95994015,3.030244389,3.107890274,3.166224439,3.177047382,3.172478803,3.182184539,3.199162095,3.229566085,3.265695761,3.299900249,3.346024938,3.404329177,2.545968062,3.303873649
ISR,100.9704251,105.961183,109.935305,114.3715342,118.4380776,121.4879852,126.8484288,129.5286506,132.948244,137.4306839,141.8207024,145.4713494,151.4787431,156.0536044,159.6580407,163.2624769,166.9593346,170.5175601,174.9537893,179.2051756,182.8096118,186.2754159,189.6950092,192.1903882,195.6099815,198.6598891,201.8946396,205.2680222,208.780037,215.3419593,228.6968577,236.7375231,243.1146026,249.4916821,256.2384473,263.0314233,269.6857671,275.9242144,283.0406654,290.6192237,297.5508318,303.6044362,309.1358595,314.6487985,320.2449168,325.9565619,331.797597,337.7449168,345.9149723,352.2920518,358.8632163,365.5499076,372.435305,379.6534196,387.2504621,394.9168207,402.6062847,232.992509,387.2735675
ITA,171.8280575,172.9946279,174.2613308,175.7007582,177.1865969,178.5692428,179.8663765,181.0062562,182.0337629,182.999048,183.8546462,184.9013804,186.1596206,187.3818231,188.5043045,189.4470096,190.253344,190.9324504,191.4853252,191.8801911,192.1106899,192.2530618,192.322852,192.3658427,192.4214444,192.4319302,192.4515691,192.5445854,192.6890653,192.8504301,192.983989,193.1151168,193.2332155,193.2725851,193.2756554,193.329982,193.432294,193.4879603,193.5205093,193.608201,193.7169766,194.0056679,194.8500816,196.115207,197.0812674,197.6745053,198.6751547,199.9956857,200.9089719,201.5279017,201.8747841,202.4196539,204.7798599,206.6673693,206.4682872,206.1178282,205.8591691,191.7137808,206.4178282
JAM,152.4289935,154.7783934,157.2848569,159.7863343,162.166759,164.3826408,166.487904,168.5718375,170.7676824,173.165374,175.8094183,178.6544783,181.5974146,184.4906741,187.2333333,189.7585411,192.1087719,194.4288089,196.9242844,199.7271468,202.9162512,206.401385,209.9414589,213.199169,215.9407202,218.0720222,219.6933518,221.009603,222.3194829,223.84506,225.6407202,227.6419206,229.8044321,232.0451524,234.2973223,236.5644506,238.8575254,241.1234534,243.2947368,245.3244691,247.1847645,248.8869806,250.4626962,251.9646353,253.43241,254.8734072,256.2758079,257.6289935,258.9180055,260.1301939,261.2643583,262.3261311,263.3247461,264.2739612,265.1831948,266.0530933,266.8789474,217.6762923,265.1700831
JOR,11.02768586,11.44303037,11.89145512,12.48253626,13.2881913,14.34503626,15.61043744,16.97992974,18.30549637,19.47997507,20.47376473,21.3192883,22.04925204,22.72022892,23.37849048,24.02616727,24.66154805,25.32404805,26.06136673,26.90868087,27.89203309,29.00859021,30.22971442,31.50983681,32.81941296,34.1262466,35.44783545,36.86165005,38.47487534,40.35111061,42.53663871,44.97051224,47.47768586,49.8181437,51.82348141,53.4493767,54.76277199,55.84669084,56.83249093,57.83238894,58.85632366,59.92166818,61.16017679,62.73339755,64.75647099,67.25104261,70.18575476,73.54739347,76.8316738,80.90099121,85.32262897,90.02672899,94.76756026,99.22624465,103.1685289,106.5082451,109.2853458,45.58418021,102.9676729
JPN,258.9119171,261.3362422,264.0087265,266.7739296,269.6563949,272.1298064,274.6795746,275.5958549,281.3526043,284.5514044,288.238342,292.3840698,294.8145117,300.4964539,305.4297408,307.6971351,310.7614629,313.5862445,316.239083,318.8151788,321.0917031,323.4543965,325.6663026,329.0869208,331.195831,333.1285988,334.8628634,336.2945694,337.6741635,338.8288535,339.8820625,340.7268239,341.5688426,342.7345036,344.0455293,345.0123457,345.8353909,346.776406,347.4101509,347.9917695,348.8312757,349.6433471,350.3923182,350.5102881,350.5432099,350.7654321,351.1687243,351.3388203,351.2949246,351.309834,350.654908,350.0905201,349.5858021,349.1222295,348.7519201,348.350096,347.7775867,323.8747007,348.7414152
KAZ,3.752217283,3.90119717,4.042505464,4.173548542,4.292651035,4.397873467,4.489574397,4.571401267,4.648709486,4.725430603,4.80309664,4.880758603,4.956925214,5.029095455,5.095673223,5.156167352,5.211942438,5.265440975,5.320004815,5.377976812,5.439044709,5.502090232,5.567468608,5.635459866,5.705450976,5.778763566,5.853151461,5.920105938,6.019002111,6.055487647,6.093454828,6.089230285,6.048975442,5.961847242,5.85829018,5.770231507,5.679780346,5.58258325,5.529661073,5.513066637,5.503698559,5.503925621,5.522472127,5.560982702,5.610634145,5.670290773,5.735523206,5.805830277,5.960966774,6.045809534,6.132978109,6.219983331,6.310164092,6.40378005,6.498057562,6.591123088,6.681352002,5.464086107,6.497653567
KEN,14.69136065,15.1614225,15.65242647,16.16501564,16.70011421,17.25849352,17.84180342,18.45283234,19.09497839,19.77104403,20.48268264,21.23060758,22.01541273,22.83725445,23.69650525,24.59272587,25.52674737,26.50137752,27.52020944,28.58521629,29.69687072,30.85256703,32.04730646,33.27430509,34.5279281,35.80599852,37.10742172,38.42893137,39.76705556,41.11906912,42.48444671,43.86258741,45.25092947,46.64667042,48.04873318,49.45660822,50.87344766,52.30664336,53.76602769,55.25966019,56.7900376,58.3582405,59.96916752,61.62794919,63.33817338,65.10182029,66.91834874,68.78521278,70.69825351,72.65374425,74.65094529,76.68873915,78.76242928,80.86630706,82.99585164,85.14876305,87.32449309,43.24631429,83.00364058
KGZ,11.76173097,12.16579771,12.58446298,13.00990615,13.41657977,13.84410845,14.26746611,14.69395203,15.09280501,15.43222106,15.75755996,16.10114703,16.44316997,16.80865485,17.16579771,17.51147028,17.85140772,18.18091762,18.51929093,18.86027112,19.2168926,19.60010428,20.01199166,20.41918665,20.80448384,21.20177268,21.60896767,21.99374348,22.45828989,22.89468196,23.2721585,23.54223149,23.54900938,23.54066736,23.77685089,24.13138686,24.48592284,24.86444213,25.2367049,25.53910323,25.78258603,26.02033368,26.29457769,26.61470282,26.91657977,27.20750782,27.46819604,27.73044838,28.06725756,28.40406674,28.75182482,29.2346194,29.82064651,30.42492179,31.05787278,31.69708029,32.33315954,21.84988932,31.05995829
KHM,33.27110242,34.15222638,35.0314242,35.86892703,36.63719125,37.3032291,37.87288126,38.4020111,38.97113075,39.62637661,40.43592228,41.35594833,42.18946862,42.66612282,42.61609449,41.93787106,40.75616927,39.40384092,38.34536596,37.9113245,38.2290562,39.19159869,40.60863358,42.18229662,43.69464083,45.08823929,46.43120893,47.77814412,49.22474507,50.83470428,52.61146612,54.50659415,56.47107976,58.43743485,60.35326309,62.20412984,63.99206889,65.70212441,67.32175391,68.844063,70.26100725,71.57675617,72.81398142,74.00508158,75.17675617,76.33406413,77.47956605,78.63420009,79.82216179,81.06016315,82.35829368,83.7121346,85.10475867,86.5102538,87.90865058,89.29509404,90.67172558,55.98572847,87.90466614
KIR,52.1691358,53.45925926,54.7691358,56.08024691,57.34938272,58.59135802,59.79876543,60.97283951,62.09135802,63.18271605,64.22839506,65.21481481,66.17777778,67.13580247,68.10987654,69.10740741,70.13580247,71.18765432,72.22962963,73.25802469,74.2382716,75.20987654,76.25679012,77.48765432,79.01604938,80.88641975,83.0382716,85.30617284,87.48148148,89.39753086,90.98765432,92.30740741,93.48024691,94.65555556,95.96296296,97.41604938,98.99259259,100.6790123,102.4271605,104.2049383,105.9975309,107.8308642,109.7469136,111.7802469,113.9814815,116.3703704,118.9024691,121.5308642,124.1580247,126.7308642,129.2049383,131.6209877,133.9938272,136.3679012,138.7740741,141.2283951,143.7012346,90.46670999,138.7901235
KNA,146.2657143,145.6171429,144.3571429,142.6571429,140.6114286,138.1657143,135.3714286,132.5771429,130.0971429,128.2428571,127.1285714,126.6457143,126.6171429,126.66,126.5028571,126.1371429,125.5485714,124.8657143,124.1628571,166.1923077,165.2923077,164.4692308,163.6230769,162.6692308,161.5884615,160.3730769,159.0423077,157.8730769,157.1230769,157.0538462,157.7423077,159.0807692,160.9461538,162.9730769,164.9653846,166.8192308,168.6384615,170.45,172.4,174.5153846,176.8846154,179.3884615,181.9461538,184.5038462,186.9653846,189.2692308,191.4730769,193.5846154,195.7153846,197.8653846,200.0230769,202.2730769,204.4961538,206.6884615,208.8,210.85,212.8653846,162.7307808,208.7794872
KOR,267.112513,274.8603566,282.6222994,290.111497,297.5811113,305.1583143,312.3676446,319.7004147,327.0191375,334.2403794,340.8947128,347.3502592,353.5470558,359.6544267,365.7549762,371.6413332,377.4807692,383.2592266,389.1171055,395.2288513,401.4435828,407.6959569,413.7508086,418.8882024,423.0328012,427.261808,431.4917064,435.7375803,440.0688161,444.4254924,448.8461953,453.5347502,458.1653328,462.7984657,467.4786544,471.9539809,476.4003732,479.8517831,483.2746942,487.3326871,489.6647095,492.2485381,494.7554752,496.6176307,497.5174084,499.9823699,502.3074494,505.5622797,507.8046859,509.658665,513.5929034,515.6636158,517.399842,520.5853406,523.3375769,525.7048318,527.9667727,425.7632658,523.2092498
LAO,9.403565858,9.623578856,9.849865685,10.08291594,10.32319757,10.56844021,10.81854419,11.0782149,11.35370017,11.64830156,11.96821924,12.30866984,12.64855719,12.95912045,13.22173744,13.42709272,13.58683709,13.72982236,13.89656846,14.11674177,14.39938042,14.73675043,15.1212175,15.53891248,15.97876083,16.43866118,16.92011698,17.41895581,17.93071057,18.45091854,18.97778596,19.50763865,20.03154246,20.53890815,21.02219671,21.47824957,21.90866118,22.3169974,22.70920277,23.09057192,23.46,23.81834055,24.17528596,24.54334922,24.93078856,25.34383016,25.77897314,26.22266031,26.65526863,27.06357886,27.44145147,27.79535962,28.13932842,28.49392114,28.87334055,29.28229203,29.71473137,18.64670756,28.88318457
LBN,182.2683284,188.1990225,194.0351906,199.5314761,204.5305963,208.859824,212.5948192,216.1250244,220.0001955,224.5737048,230.0640274,236.2399804,242.4652004,247.8491691,251.7781036,253.9935484,254.7625611,254.6300098,254.4052786,254.6718475,255.6937439,257.3094819,259.1683284,260.7253177,261.640567,261.7086999,261.2094819,260.8587488,261.6427175,264.2244379,269.057869,275.8418377,283.5634409,290.7761486,296.5194526,300.1915934,302.313783,304.3940371,308.5675464,316.2625611,328.4319648,344.3633431,361.8244379,377.640958,389.7216031,396.6129032,399.459042,401.8618768,408.9106549,423.9629521,448.5208211,480.5869013,515.7479961,547.7301075,571.9920821,587.1620723,594.5608016,309.8655828,568.9614206
LBR,11.88731312,12.15199336,12.42618355,12.71121262,13.00843023,13.31825166,13.64141404,13.97935008,14.3338559,14.70648879,15.0975706,15.50779693,15.93883929,16.39277409,16.87098214,17.3619186,17.86221968,18.38928571,18.96678779,19.60458887,20.32242525,21.09478821,21.83254776,22.41579111,22.76323713,22.85956188,22.74733181,22.47809385,22.12962002,21.77358804,21.3898152,21.00009344,20.76669435,20.89789244,21.52701412,22.74895141,24.4857662,26.48527824,28.3899294,29.9472799,31.0541113,31.79882683,32.35291736,32.9777201,33.85828488,35.04815199,36.4714701,38.02941238,39.57151163,40.98966985,42.25671719,43.41323713,44.50052949,45.5848941,46.7153343,47.9009863,49.12693106,25.15550286,46.73373823
LBY,0.851399229,0.881374109,0.913404072,0.947875581,0.985090421,1.025087807,1.06782284,1.113310297,1.161563818,1.212547598,1.266323016,1.322783227,1.381471862,1.441790468,1.503312798,1.565577367,1.628628505,1.693108994,1.759965105,1.829720268,1.902645578,1.978047672,2.054337497,2.129371881,2.201587347,2.270247337,2.335668982,2.398591677,2.460253248,2.521489139,2.582659672,2.643306773,2.702575105,2.759245598,2.812552144,2.862045762,2.908299328,2.952761517,2.997466952,3.043835889,3.092038828,3.141454585,3.191716017,3.242187731,3.292160451,3.342598065,3.393137979,3.440147993,3.478780249,3.506109551,3.519954647,3.522658195,3.521357855,3.525982927,3.543514214,3.576646737,3.6228878,2.351271584,3.548714626
LCA,149.0393443,150.957377,153.1131148,155.4327869,157.8721311,160.4606557,163.1590164,165.8672131,168.4409836,170.7540984,172.7704918,174.5163934,176.1737705,177.9213115,179.9491803,182.3081967,184.9688525,187.7803279,190.6393443,193.4213115,196.0557377,198.6131148,201.2131148,204.0459016,207.242623,210.8508197,214.8098361,218.9065574,222.8786885,226.5327869,229.7639344,232.6639344,235.352459,238.1098361,241.0557377,244.2688525,247.6819672,251.1196721,254.3803279,257.2934426,259.7770492,261.9065574,263.8901639,265.9852459,268.3836066,271.1590164,274.242623,277.4098361,280.3639344,282.9180328,284.9704918,286.6147541,287.9672131,289.2147541,290.5016393,291.8278689,293.1868852,222.4334196,290.5147541
LIE,105.5875,108.0625,110.7375,113.5625,116.55625,119.70625,123.06875,126.475,129.78125,132.90625,135.7875,138.44375,141.01875,143.63125,146.45,149.5375,152.75,156.0125,159.04375,161.6625,163.9,165.71875,167.28125,168.81875,170.35625,172.025,173.7625,175.59375,177.54375,179.66875,181.925,184.35625,186.99375,189.78125,192.70625,195.78125,198.9875,202.21875,205.2625,208.0375,210.44375,212.6125,214.50625,216.225,217.825,219.34375,220.7625,222.13125,223.5375,225.01875,226.65,228.40625,230.2125,232.04375,233.76875,235.4125,237.0125,177.8493421,233.7416667
LKA,161.2445543,165.0803381,168.9925052,173.0183224,177.1779302,181.4811513,185.8979429,190.3621591,194.7850104,199.1031096,203.282443,207.3397385,211.3233456,215.30834,219.3455749,223.4542657,227.6075905,231.7553181,235.8253389,239.7680753,243.5559081,247.2096157,250.7861904,254.3680753,258.009823,261.7239834,265.4751236,269.2104768,272.8546165,276.3468825,279.694355,282.8996492,285.8966034,288.603859,290.9762558,292.9695423,294.6341094,296.1361984,297.705358,299.5046723,301.5955031,303.9276033,306.4153564,308.922628,311.3468027,313.6684899,315.9111625,318.0646149,320.1257535,322.0914208,323.951794,325.7056291,328.2570563,331.2230904,334.3326423,338.1119439,341.9550311,262.5670329,334.5558922
LSO,28.53959157,29.05698287,29.59970356,30.16541502,30.75279974,31.36383399,31.9997365,32.65780632,33.3338274,34.02667984,34.73165349,35.45256917,36.20668643,37.01762187,37.89970356,38.85780632,39.88138999,40.95362319,42.05082345,43.1527668,44.2585639,45.3671278,46.45714756,47.50368906,48.4911726,49.40253623,50.24571805,51.06264822,51.91113307,52.83063241,53.83784585,54.91175889,56.00665349,57.05721344,58.01577734,58.86933465,59.63283926,60.31943347,60.95279974,61.55135046,62.11972991,62.65849802,63.17842556,63.69328063,64.21419631,64.74512516,65.29272069,65.87384717,66.50886034,67.21182477,67.98965744,68.83820817,69.74179842,70.6780303,71.62862319,72.58962451,73.56189065,50.998434,71.63209267
LTU,45.04706445,45.68203574,46.25,46.8283344,47.40666879,47.99058711,48.57051691,49.12013401,49.57436184,50.0907626,50.71858647,51.27029355,51.76193363,52.2318762,52.67472878,53.10567964,53.52641991,53.9169432,54.20934907,54.45440332,54.76941608,55.15601468,55.60293555,56.06581047,56.54982451,57.09818124,57.69570836,58.31284301,58.77879706,58.99550096,59.09594767,59.03181238,58.75260051,58.34626675,57.89888322,57.46032227,57.03792278,56.62621251,56.22587747,55.83178047,55.373612,54.93087109,54.48648692,53.87803127,53.00778558,52.1682993,51.55223357,51.02881532,50.46535301,49.4181412,48.31533012,47.67165013,47.19088951,46.80553871,46.37023912,45.78181963,45.13521149,52.6902394,46.31919915
LVA,34.6112451,35.07598559,35.54760756,36.02519455,36.4319088,36.71002958,36.9994855,37.3596212,37.67401441,37.93112097,38.20806804,38.51813621,38.84203164,39.18557464,39.49016014,39.72906618,39.95551161,40.16208438,40.29122452,40.38364203,40.50776577,40.69522156,40.93528523,41.19311531,41.46364718,41.80159496,42.23073831,42.66245418,42.87984758,42.81868609,42.61658306,42.0338607,41.21310052,40.52900508,39.95523828,39.50771754,39.11587562,38.74877806,38.43465818,38.06595279,37.57749695,37.14343366,36.78620812,36.38693807,35.9958679,35.66719725,35.37727507,35.00742813,34.44305243,33.70107648,33.1142926,32.71661306,32.36287184,32.06468318,31.80326472,31.51394339,31.21164362,37.88445834,31.79396376
MAC,8523.25,8809.4,9212.5,9678.15,10161.55,10659.8,11171,11650.2,12042.1,12309.75,12436.95,12438.35,12347.35,12214.2,12081.4,11954.25,11834.75,11759.9,11773.95,11905.9,12171.35,12560.95,13049.85,13599.65,14179.05,14783.85,15413.75,16043.85,16645.05,17196.75,17688.2,18122.95,18517.25,18898,19284.3,19678.35,20078.2,20491.85,20930.2,21398.95,16849.26923,16625.77778,17042.48148,16837.60714,17234.25,17248.95105,17254.21233,17614.65753,17807.22034,18079.76431,18375.88629,18813.74582,19004.65347,19431.71617,19767.82895,20203.53135,20546.76568,15340.97138,19801.02549
MAF,81.85661765,83.93382353,85.58823529,87.27941176,88.98897059,90.73529412,92.51838235,94.87132353,97.48161765,100.1838235,102.9595588,105.8088235,108.7316176,111.7279412,115.6433824,120.0367647,124.5955882,129.3198529,134.2463235,139.3382353,144.6323529,159.375,193.8786765,235.1102941,282.9411765,337.0772059,397.5735294,457.2242647,508.75,552.1323529,584.9448529,604.6323529,610.9926471,608.4191176,601.3235294,590.1102941,575.4411765,558.0514706,538.6948529,521.7647059,510.6985294,504.5955882,502.9963235,505.7720588,512.9779412,522.3161765,531.3419118,540,548.1617647,555.7904412,562.7757353,569.0992647,574.7058824,579.5955882,583.7132353,587.2977941,590.5330882,358.619066,583.5355392
MAR,28.47727517,29.33821302,30.19723081,31.04615764,31.87938343,32.69544294,33.49644441,34.2854035,35.06726711,35.84712999,36.62498992,37.40422772,38.20113153,39.02523863,39.89177235,40.80384047,41.75885503,42.75536186,43.78970872,44.8573762,45.9592225,47.0912346,48.23773695,49.3784674,50.49826574,51.58847188,52.65015909,53.6899395,54.71922698,55.74531929,56.77092091,57.78958996,58.78874524,59.75139592,60.66599149,61.52947121,62.34797446,63.13077078,63.89154829,64.64176787,65.38613489,66.12674882,66.86967735,67.62107327,68.38689222,69.16725521,69.96612368,70.79734484,71.67801255,72.61850549,73.62496751,74.68919785,75.78930988,76.89464934,77.98190007,79.04276496,80.07972216,53.91278861,77.97310479
MCO,11404,11519.5,11584,11618,11641,11652.5,11646,11652,11673,11742,11860,12025.5,12219.5,12417.5,12598.5,12761.5,12904.5,13043.5,13197.5,13372.5,13582,13812,14047.5,14256,14417.5,14520.5,14586,14617.5,14656,14719.5,14812,14931.5,15069,15213.5,15345.5,15483.5,15625.5,15761.5,15900,16041,16180,16314.5,16466.5,16657,16896.5,17204,17555.5,17926.5,18267,18547,18748.5,18891.5,18985.5,19066,19153.5,19249.5,19347.5,14831.34211,19156.33333
